front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
84,84,59,59,200,200,50,50,0,1,0,0,1,0
84,84,58,59,200,200,51,50,0,1,0,0,1,0
81,84,58,58,200,200,53,51,0,1,0,0,1,0
79,81,76,58,200,200,56,53,0,1,0,0,1,0
76,79,73,76,200,200,58,56,0,1,0,0,1,0
73,76,71,73,200,200,61,58,0,1,0,0,1,0
70,73,68,71,200,200,65,61,0,1,0,0,1,0
67,70,65,68,200,200,62,65,0,1,0,0,1,0
64,67,62,65,200,200,51,62,0,1,0,0,1,0
63,64,59,62,200,200,44,51,0,1,0,0,1,0
59,63,57,59,200,200,44,44,0,1,0,0,1,0
57,59,54,57,200,200,48,44,0,1,0,0,1,0
55,57,51,54,200,200,50,48,1,0,0,0,1,0
52,55,50,51,200,200,52,50,1,0,0,1,0,0
48,52,47,50,200,200,59,52,1,0,0,1,0,0
45,48,45,47,200,200,58,59,1,0,0,1,0,0
42,45,45,45,200,200,200,58,1,0,0,1,0,0
39,42,200,45,200,200,200,200,1,0,0,1,0,0
36,39,200,200,72,200,200,200,1,0,0,1,0,0
34,36,200,200,37,72,200,200,1,0,0,1,0,0
34,34,200,200,39,37,200,200,1,0,0,1,0,0
200,34,200,200,33,39,200,200,1,0,0,1,0,0
200,200,200,200,29,33,200,200,1,0,0,1,0,0
200,200,200,200,28,29,200,200,1,0,0,1,0,0
200,200,200,200,27,28,200,200,1,0,0,1,0,0
200,200,200,200,25,27,200,200,1,0,0,1,0,0
200,200,200,200,25,25,200,200,1,0,0,1,0,0
200,200,200,200,27,25,200,200,1,0,0,1,0,0
200,200,200,200,30,27,200,200,1,0,0,1,0,0
200,200,200,200,200,30,200,200,0,1,0,1,0,0
200,200,200,200,200,200,200,200,0,1,0,0,1,0
200,200,200,200,200,200,200,200,0,1,0,0,1,0
200,200,200,200,200,200,200,200,0,1,0,0,1,0
200,200,200,200,200,200,59,200,0,1,0,0,1,0
200,200,200,200,200,200,30,59,0,1,0,0,1,0
200,200,200,200,200,200,31,30,0,1,0,0,1,0
200,200,200,200,37,200,31,31,0,1,0,0,1,0
200,200,200,200,37,37,33,31,0,1,0,0,1,0
200,200,200,200,200,37,33,33,0,1,0,0,1,0
200,200,200,200,38,200,32,33,0,1,0,0,1,0
200,200,200,200,36,38,33,32,0,1,0,0,1,0
200,200,200,200,38,36,37,33,0,1,0,0,1,0
200,200,200,200,38,38,35,37,0,1,0,0,1,0
200,200,200,200,36,38,38,35,0,1,0,0,1,0
200,200,200,200,36,36,38,38,0,1,0,0,1,0
200,200,200,200,32,36,200,38,0,1,0,0,1,0
200,200,200,200,37,32,147,200,1,0,0,0,1,0
200,200,200,200,37,37,148,147,0,1,0,1,0,0
200,200,200,200,38,37,33,148,0,1,0,0,1,0
200,200,200,200,36,38,33,33,0,1,0,0,1,0
200,200,200,200,200,36,32,33,0,1,0,0,1,0
200,200,200,200,37,200,33,32,0,1,0,0,1,0
200,200,200,200,37,37,33,33,0,1,0,0,1,0
200,200,200,200,36,37,35,33,0,1,0,0,1,0
200,200,200,200,37,36,34,35,0,1,0,0,1,0
200,200,200,200,35,37,36,34,0,1,0,0,1,0
200,200,200,200,36,35,34,36,0,1,0,0,1,0
