front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
66,67,69,69,73,73,67,67,0,1,0,0,1,0
67,66,66,69,74,73,67,67,0,1,0,0,1,0
64,67,72,66,74,74,68,67,0,1,0,0,1,0
61,64,62,72,102,74,62,68,0,1,0,0,1,0
57,61,59,62,98,102,54,62,0,1,0,0,1,0
54,57,58,59,96,98,46,54,0,1,0,0,1,0
51,54,60,58,93,96,51,46,0,1,0,0,1,0
47,51,58,60,91,93,37,51,0,1,0,0,1,0
44,47,55,58,88,91,53,37,1,0,0,0,1,0
40,44,52,55,58,88,72,53,1,0,0,1,0,0
38,40,76,52,58,58,72,72,1,0,0,1,0,0
36,38,74,76,200,58,68,72,1,0,0,1,0,0
37,36,73,74,34,200,69,68,1,0,0,1,0,0
41,37,66,73,31,34,73,69,1,0,0,1,0,0
200,41,62,66,30,31,58,73,1,0,0,1,0,0
76,200,169,62,29,30,89,58,1,0,0,1,0,0
61,76,168,169,30,29,91,89,1,0,0,1,0,0
57,61,136,168,30,30,55,91,0,1,0,1,0,0
161,57,133,136,31,30,58,55,0,1,0,0,1,0
68,161,130,133,31,31,59,58,0,1,0,0,1,0
154,68,130,130,32,31,62,59,0,1,0,0,1,0
61,154,128,130,31,32,65,62,0,1,0,0,1,0

