front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
64,64,70,70,200,200,200,200,0,1,0,0,1,0
64,64,106,70,200,200,200,200,0,1,0,0,1,0
62,64,105,106,200,200,200,200,0,1,0,0,1,0
59,62,103,105,200,200,200,200,0,1,0,0,1,0
55,59,59,103,200,200,200,200,0,1,0,0,1,0
51,55,58,59,200,200,200,200,0,1,0,0,1,0
48,51,51,58,200,200,200,200,0,1,0,0,1,0
44,48,61,51,200,200,200,200,1,0,0,0,1,0
41,44,58,61,168,200,200,200,1,0,0,1,0,0
38,41,58,58,200,168,200,200,1,0,0,1,0,0
36,38,87,58,44,200,200,200,1,0,0,1,0,0
35,36,83,87,200,44,200,200,1,0,0,1,0,0
89,35,79,83,31,200,200,200,1,0,0,1,0,0
83,89,76,79,28,31,200,200,1,0,0,1,0,0
80,83,75,76,27,28,200,200,1,0,0,1,0,0
72,80,80,75,26,27,169,200,1,0,0,1,0,0
68,72,200,80,29,26,200,169,1,0,0,1,0,0
65,68,200,200,27,29,200,200,1,0,0,1,0,0
62,65,200,200,30,27,45,200,1,0,0,1,0,0
60,62,200,200,65,30,200,45,0,1,0,1,0,0
200,60,200,200,60,65,60,200,0,1,0,0,1,0
200,200,200,200,56,60,30,60,0,1,0,0,1,0
200,200,200,200,52,56,30,30,0,1,0,0,1,0
200,200,200,200,50,52,30,30,0,1,0,0,1,0
200,200,200,200,47,50,31,30,0,1,0,0,1,0
200,200,200,200,45,47,32,31,0,1,0,0,1,0
200,200,200,200,43,45,33,32,1,0,0,0,1,0
200,200,200,200,40,43,34,33,1,0,0,1,0,0
200,200,200,200,46,40,33,34,1,0,0,1,0,0
200,200,200,200,55,46,34,33,1,0,0,1,0,0
200,200,200,200,93,55,36,34,0,1,0,1,0,0
200,200,77,200,92,93,39,36,0,1,0,0,1,0
200,200,75,77,200,92,41,39,0,1,0,0,1,0
200,200,77,75,200,200,44,41,0,0,1,0,1,0
200,200,74,77,200,200,46,44,0,0,1,0,0,1
200,200,200,74,88,200,49,46,0,0,1,0,0,1
200,200,200,200,84,88,51,49,0,0,1,0,0,1
200,200,200,200,80,84,54,51,0,1,0,0,0,1
200,200,200,200,79,80,56,54,0,1,0,0,1,0
200,200,200,200,200,79,57,56,0,0,1,0,1,0
200,200,200,200,41,200,58,57,0,1,0,0,0,1
200,200,200,200,41,41,59,58,0,1,0,0,1,0
200,200,200,200,40,41,60,59,0,1,0,0,1,0
200,200,200,200,38,40,61,60,0,1,0,0,1,0
200,200,200,200,39,38,61,61,0,1,0,0,1,0
200,200,200,200,39,39,40,61,0,1,0,0,1,0
200,200,200,200,39,39,39,40,0,1,0,0,1,0
200,200,200,200,39,39,39,39,0,1,0,0,1,0
200,200,200,200,37,39,38,39,0,1,0,0,1,0
200,200,200,200,38,37,39,38,0,1,0,0,1,0
200,200,200,200,37,38,40,39,0,1,0,0,1,0
200,200,200,200,36,37,39,40,0,1,0,0,1,0
200,200,200,200,36,36,40,39,0,1,0,0,1,0
200,200,200,200,36,36,41,40,0,1,0,0,1,0
200,200,200,200,35,36,38,41,0,1,0,0,1,0
200,200,200,200,38,35,38,38,0,1,0,0,1,0
200,200,200,200,200,38,200,38,0,1,0,0,1,0
200,200,200,200,200,200,58,200,0,1,0,0,1,0
200,200,200,200,200,200,58,58,0,1,0,0,1,0
200,200,200,200,200,200,200,58,0,1,0,0,1,0
200,200,200,200,200,200,200,200,0,0,1,0,1,0
200,200,200,200,200,200,200,200,0,0,1,0,0,1
200,200,200,200,200,200,62,200,0,0,1,0,0,1
200,200,200,200,200,200,200,62,0,0,1,0,0,1
200,200,200,200,200,200,200,200,0,1,0,0,0,1
200,200,200,200,200,200,200,200,0,1,0,0,1,0
200,200,200,200,200,200,200,200,0,1,0,0,1,0
200,200,200,200,200,200,200,200,0,1,0,0,1,0
200,200,200,200,200,200,200,200,0,1,0,0,1,0
200,200,200,200,200,200,200,200,0,1,0,0,1,0
200,200,200,200,62,200,200,200,0,0,1,0,1,0
200,200,200,200,200,62,200,200,0,0,1,0,0,1
200,200,200,200,200,200,200,200,0,1,0,0,0,1
200,200,200,200,32,200,200,200,0,1,0,0,1,0
200,200,200,200,29,32,200,200,0,1,0,0,1,0
200,200,200,200,29,29,200,200,0,1,0,0,1,0
200,200,200,200,28,29,200,200,0,1,0,0,1,0
