front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
78,77,134,135,198,197,41,43,0,1,0,0,1,0
77,78,134,134,197,198,43,41,0,1,0,0,1,0
74,77,103,134,154,197,46,43,0,1,0,0,1,0
71,74,100,103,154,154,47,46,0,1,0,0,1,0
67,71,97,100,193,154,51,47,0,1,0,0,1,0
62,67,95,97,191,193,53,51,0,1,0,0,1,0
59,62,76,95,192,191,55,53,0,1,0,0,1,0
55,59,91,76,92,192,58,55,0,1,0,0,1,0
52,55,88,91,89,92,60,58,0,1,0,0,1,0
50,52,86,88,86,89,87,60,0,1,0,0,1,0
46,50,84,86,82,86,66,87,1,0,0,0,1,0
43,46,82,84,57,82,69,66,1,0,0,1,0,0
39,43,80,82,54,57,72,69,1,0,0,1,0,0
37,39,77,80,52,54,156,72,1,0,0,1,0,0
35,37,114,77,51,52,149,156,1,0,0,1,0,0
35,35,58,114,34,51,149,149,1,0,0,1,0,0
200,35,51,58,30,34,51,149,1,0,0,1,0,0
67,200,66,51,29,30,51,51,1,0,0,1,0,0
200,67,200,66,29,29,78,51,1,0,0,1,0,0
99,200,200,200,30,29,53,78,1,0,0,1,0,0
96,99,140,200,29,30,54,53,0,1,0,1,0,0
96,96,136,140,32,29,58,54,0,1,0,0,1,0
200,96,133,136,200,32,37,58,0,1,0,0,1,0
196,200,129,133,51,200,37,37,0,1,0,0,1,0
84,196,128,129,50,51,37,37,0,1,0,0,1,0
188,84,126,128,48,50,37,37,0,1,0,0,1,0
185,188,123,126,44,48,33,37,0,1,0,0,1,0
72,185,121,123,43,44,42,33,0,1,0,0,1,0
178,72,119,121,42,43,33,42,0,1,0,0,1,0
174,178,117,119,81,42,33,33,0,1,0,0,1,0
