front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
72,71,200,200,37,37,35,35,0,1,0,0,1,0
200,72,200,200,37,37,34,35,0,1,0,0,1,0
200,200,200,200,39,37,34,34,0,1,0,0,1,0
200,200,200,200,39,39,34,34,0,1,0,0,1,0
200,200,200,200,39,39,35,34,0,1,0,0,1,0
200,200,200,200,38,39,36,35,0,1,0,0,1,0
200,200,200,200,39,38,36,36,0,1,0,0,1,0
200,200,200,200,38,39,38,36,0,1,0,0,1,0
200,200,200,200,39,38,37,38,0,1,0,0,1,0
200,200,200,200,38,39,37,37,0,1,0,0,1,0
200,200,200,200,38,38,37,37,0,1,0,0,1,0
200,200,200,200,38,38,37,37,1,0,0,0,1,0
200,200,200,200,40,38,38,37,1,0,0,1,0,0
200,200,200,200,46,40,36,38,1,0,0,1,0,0
200,200,58,200,37,46,35,36,1,0,0,1,0,0
200,200,58,58,52,37,35,35,1,0,0,1,0,0
200,200,58,58,200,52,37,35,0,1,0,1,0,0
200,200,73,58,200,200,16,37,0,1,0,0,1,0
200,200,200,73,200,200,40,16,0,1,0,0,1,0
200,200,200,200,200,200,43,40,0,1,0,0,1,0
200,200,64,200,200,200,25,43,0,0,1,0,1,0
200,200,200,64,200,200,48,25,0,0,1,0,0,1
200,200,200,200,200,200,51,48,0,0,1,0,0,1
200,200,200,200,61,200,53,51,0,1,0,0,0,1
200,200,200,200,200,61,55,53,0,1,0,0,1,0
200,200,200,200,38,200,56,55,0,1,0,0,1,0
200,200,200,200,38,38,57,56,0,1,0,0,1,0
200,200,200,200,38,38,57,57,0,1,0,0,1,0
200,200,200,200,39,38,58,57,0,1,0,0,1,0
200,200,200,200,39,39,37,58,0,1,0,0,1,0
200,200,200,200,38,39,35,37,0,1,0,0,1,0
200,200,200,200,39,38,36,35,0,1,0,0,1,0
200,200,200,200,38,39,35,36,0,1,0,0,1,0
200,200,200,200,38,38,37,35,0,1,0,0,1,0
200,200,200,200,37,38,37,37,0,1,0,0,1,0
200,200,200,200,37,37,37,37,0,1,0,0,1,0
200,200,200,200,37,37,38,37,0,1,0,0,1,0
200,200,200,200,37,37,37,38,0,1,0,0,1,0
200,200,200,200,36,37,37,37,0,1,0,0,1,0
200,200,200,200,36,36,37,37,0,1,0,0,1,0
200,200,200,200,58,36,38,37,0,1,0,0,1,0
200,200,200,200,58,58,37,38,0,1,0,0,1,0
200,200,200,200,58,58,58,37,0,1,0,0,1,0
200,200,200,200,57,58,140,58,0,1,0,0,1,0
200,200,200,200,56,57,142,140,0,0,1,0,1,0
134,200,200,200,55,56,143,142,0,0,1,0,0,1
128,134,200,200,51,55,156,143,0,0,1,0,0,1
107,128,200,200,49,51,160,156,0,0,1,0,0,1
105,107,200,200,45,49,162,160,0,1,0,0,0,1
58,105,119,200,42,45,200,162,0,1,0,0,1,0
44,58,116,119,41,42,200,200,1,0,0,0,1,0
43,44,114,116,38,41,200,200,1,0,0,1,0,0
113,43,113,114,37,38,166,200,1,0,0,1,0,0
90,113,200,113,36,37,200,166,0,1,0,1,0,0
106,90,200,200,34,36,50,200,0,1,0,0,1,0
102,106,200,200,34,34,50,50,0,1,0,0,1,0
98,102,200,200,32,34,48,50,1,0,0,0,1,0
95,98,200,200,32,32,37,48,1,0,0,1,0,0
93,95,200,200,32,32,37,37,0,1,0,1,0,0
90,93,200,200,33,32,38,37,0,1,0,0,1,0
87,90,200,200,33,33,37,38,0,1,0,0,1,0
83,87,200,200,33,33,52,37,0,1,0,0,1,0
80,83,200,200,32,33,37,52,0,1,0,0,1,0
77,80,200,200,32,32,57,37,0,1,0,0,1,0
73,77,200,200,31,32,59,57,0,1,0,0,1,0
70,73,200,200,31,31,58,59,0,1,0,0,1,0
67,70,200,200,31,31,65,58,0,1,0,0,1,0
63,67,200,200,30,31,58,65,0,1,0,0,1,0
