front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
111,111,64,65,66,66,56,56,0,1,0,0,1,0
112,111,64,64,65,66,56,56,0,1,0,0,1,0
127,112,63,64,63,65,56,56,0,1,0,0,1,0
125,127,63,63,60,63,57,56,0,1,0,0,1,0
62,125,63,63,57,60,58,57,0,1,0,0,1,0
58,62,96,63,54,57,58,58,0,1,0,0,1,0
56,58,60,96,52,54,58,58,0,1,0,0,1,0
52,56,59,60,49,52,58,58,0,1,0,0,1,0
51,52,61,59,47,49,59,58,0,1,0,0,1,0
47,51,87,61,45,47,61,59,0,1,0,0,1,0
44,47,84,87,41,45,61,61,0,1,0,0,1,0
42,44,83,84,38,41,63,61,0,1,0,0,1,0
39,42,80,83,36,38,65,63,1,0,0,0,1,0
37,39,78,80,34,36,67,65,1,0,0,1,0,0
104,37,76,78,32,34,68,67,1,0,0,1,0,0
78,104,72,76,32,32,71,68,1,0,0,1,0,0
72,78,94,72,33,32,74,71,1,0,0,1,0,0
68,72,52,94,34,33,85,74,0,1,0,1,0,0
65,68,51,52,36,34,37,85,0,1,0,0,1,0
62,65,47,51,36,36,36,37,0,1,0,0,1,0
59,62,44,47,36,36,36,36,0,1,0,0,1,0
57,59,44,44,37,36,35,36,0,1,0,0,1,0
54,57,91,44,38,37,35,35,0,1,0,0,1,0

