front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
54,55,105,105,58,58,15,15,0,1,0,0,1,0
54,54,80,105,57,58,16,15,0,1,0,0,1,0
51,54,126,80,41,57,16,16,1,0,0,0,1,0
48,51,79,126,52,41,16,16,1,0,0,1,0,0
47,48,76,79,49,52,14,16,1,0,0,1,0,0
46,47,73,76,46,49,13,14,1,0,0,1,0,0
44,46,71,73,44,46,12,13,1,0,0,1,0,0
46,44,69,71,42,44,12,12,1,0,0,1,0,0
116,46,67,69,40,42,14,12,0,1,0,1,0,0
84,116,65,67,39,40,15,14,0,1,0,0,1,0
109,84,63,65,37,39,17,15,0,1,0,0,1,0
76,109,61,63,36,37,19,17,1,0,0,0,1,0
73,76,58,61,44,36,21,19,0,1,0,1,0,0
70,73,57,58,37,44,22,21,0,1,0,0,1,0
67,70,55,57,67,37,25,22,1,0,0,0,1,0
64,67,53,55,154,67,27,25,1,0,0,1,0,0
60,64,51,53,66,154,30,27,0,1,0,1,0,0
51,60,51,51,155,66,33,30,0,1,0,0,1,0
46,51,54,51,153,155,37,33,0,0,1,0,1,0
44,46,45,54,151,153,43,37,0,0,1,0,0,1
51,44,49,45,148,151,40,43,0,0,1,0,0,1
50,51,39,49,58,148,37,40,0,0,1,0,0,1
51,50,37,39,144,58,37,37,0,0,1,0,0,1
73,51,37,37,142,144,38,37,0,0,1,0,0,1
71,73,37,37,62,142,40,38,0,1,0,0,0,1
71,71,38,37,58,62,49,40,0,1,0,0,1,0
71,71,37,38,150,58,50,49,0,1,0,0,1,0
200,71,36,37,135,150,51,50,0,1,0,0,1,0
198,200,35,36,62,135,52,51,0,1,0,0,1,0
195,198,35,35,130,62,45,52,0,1,0,0,1,0
192,195,42,35,131,130,49,45,0,1,0,0,1,0
189,192,43,42,129,131,49,49,0,0,1,0,1,0
186,189,52,43,126,129,48,49,0,1,0,0,0,1
186,186,51,52,200,126,51,48,0,0,1,0,1,0
58,186,49,51,200,200,51,51,0,1,0,0,0,1
106,58,48,49,200,200,59,51,0,1,0,0,1,0
102,106,49,48,200,200,62,59,0,1,0,0,1,0
51,102,49,49,200,200,90,62,0,1,0,0,1,0
65,51,47,49,200,200,33,90,0,1,0,0,1,0
