front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
95,94,200,200,43,44,32,32,0,1,0,0,1,0
94,95,200,200,43,43,80,32,0,1,0,0,1,0
91,94,200,200,42,43,37,80,0,1,0,0,1,0
88,91,200,200,38,42,37,37,0,1,0,0,1,0
85,88,200,200,37,38,41,37,0,1,0,0,1,0
82,85,200,200,33,37,42,41,0,1,0,0,1,0
78,82,200,200,32,33,45,42,0,1,0,0,1,0
75,78,200,200,31,32,49,45,0,1,0,0,1,0
71,75,200,200,30,31,48,49,0,1,0,0,1,0
68,71,200,200,31,30,51,48,0,1,0,0,1,0
65,68,200,200,30,31,111,51,0,1,0,0,1,0
61,65,200,200,29,30,90,111,0,1,0,0,1,0
58,61,200,200,27,29,102,90,0,1,0,0,1,0
55,58,200,200,26,27,64,102,0,1,0,0,1,0
52,55,200,200,26,26,97,64,1,0,0,0,1,0
49,52,200,200,26,26,99,97,1,0,0,1,0,0
48,49,200,200,54,26,89,99,1,0,0,1,0,0
57,48,200,200,49,54,38,89,1,0,0,1,0,0
200,57,200,200,49,49,58,38,1,0,0,1,0,0
200,200,200,200,47,49,26,58,1,0,0,1,0,0
200,200,60,200,42,47,26,26,1,0,0,1,0,0
200,200,200,60,51,42,28,26,1,0,0,1,0,0
200,200,200,200,53,51,28,28,0,1,0,1,0,0
200,200,200,200,57,53,30,28,0,1,0,0,1,0
200,200,200,200,57,57,32,30,0,1,0,0,1,0
200,200,200,200,200,57,35,32,0,1,0,0,1,0
200,200,200,200,200,200,37,35,0,1,0,0,1,0
200,200,200,200,200,200,39,37,0,1,0,0,1,0
200,200,200,200,200,200,43,39,0,1,0,0,1,0
200,200,199,200,200,200,44,43,0,1,0,0,1,0
200,200,197,199,200,200,47,44,0,1,0,0,1,0
200,200,195,197,200,200,49,47,0,0,1,0,1,0
200,200,194,195,200,200,52,49,0,0,1,0,0,1
200,200,195,194,62,200,54,52,0,1,0,0,0,1
200,200,197,195,200,62,56,54,0,1,0,0,1,0
200,200,199,197,200,200,56,56,0,1,0,0,1,0
200,200,200,199,39,200,58,56,0,1,0,0,1,0
200,200,200,200,38,39,58,58,0,1,0,0,1,0
200,200,200,200,39,38,58,58,0,1,0,0,1,0
200,200,200,200,38,39,38,58,0,1,0,0,1,0
200,200,200,200,39,38,35,38,0,1,0,0,1,0
200,200,200,200,37,39,35,35,0,1,0,0,1,0
200,200,200,200,38,37,36,35,0,1,0,0,1,0
200,200,200,200,37,38,36,36,0,1,0,0,1,0
200,200,200,200,37,37,37,36,0,1,0,0,1,0
200,200,200,200,37,37,37,37,0,1,0,0,1,0
200,200,200,200,36,37,37,37,0,1,0,0,1,0
200,200,200,200,38,36,37,37,0,1,0,0,1,0
200,200,200,200,37,38,38,37,0,1,0,0,1,0
200,200,200,200,36,37,39,38,0,1,0,0,1,0
57,200,200,200,35,36,39,39,0,1,0,0,1,0
200,57,200,200,37,35,37,39,0,1,0,0,1,0
194,200,200,200,59,37,38,37,0,1,0,0,1,0
191,194,200,200,58,59,200,38,0,1,0,0,1,0
200,191,200,200,57,58,62,200,0,1,0,0,1,0
200,200,200,200,57,57,200,62,0,1,0,0,1,0
200,200,200,200,55,57,200,200,0,0,1,0,1,0
176,200,200,200,53,55,200,200,0,0,1,0,0,1
170,176,200,200,50,53,200,200,0,0,1,0,0,1
200,170,200,200,46,50,200,200,0,1,0,0,0,1
57,200,164,200,44,46,200,200,0,1,0,0,1,0
53,57,200,164,42,44,200,200,0,1,0,0,1,0
51,53,200,200,39,42,200,200,0,1,0,0,1,0
40,51,154,200,37,39,200,200,0,1,0,0,1,0
38,40,151,154,33,37,200,200,0,1,0,0,1,0
36,38,149,151,31,33,200,200,1,0,0,0,1,0
200,36,200,149,29,31,200,200,1,0,0,1,0,0
146,200,200,200,28,29,200,200,1,0,0,1,0,0
142,146,200,200,27,28,45,200,1,0,0,1,0,0
139,142,200,200,28,27,31,45,1,0,0,1,0,0
136,139,200,200,28,28,43,31,1,0,0,1,0,0
135,136,200,200,31,28,44,43,0,1,0,1,0,0
132,135,200,200,31,31,46,44,1,0,0,0,1,0
129,132,200,200,31,31,48,46,0,1,0,1,0,0
128,129,200,200,200,31,50,48,0,1,0,0,1,0
124,128,200,200,200,200,53,50,0,1,0,0,1,0
121,124,200,200,200,200,31,53,0,1,0,0,1,0
200,121,200,200,200,200,31,31,0,1,0,0,1,0
113,200,200,200,200,200,64,31,0,1,0,0,1,0
108,113,200,200,200,200,32,64,0,1,0,0,1,0
104,108,200,200,200,200,71,32,0,1,0,0,1,0
100,104,200,200,41,200,34,71,0,1,0,0,1,0
97,100,200,200,39,41,37,34,0,1,0,0,1,0
93,97,200,200,37,39,38,37,0,1,0,0,1,0
89,93,200,200,37,37,40,38,0,1,0,0,1,0
