front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
57,57,64,63,28,28,28,28,0,1,0,0,1,0
57,57,81,64,30,28,28,28,0,1,0,0,1,0
56,57,134,81,30,30,30,28,1,0,0,0,1,0
53,56,58,134,31,30,27,30,1,0,0,1,0,0
51,53,108,58,58,31,27,27,1,0,0,1,0,0
49,51,106,108,51,58,26,27,1,0,0,1,0,0
47,49,101,106,49,51,26,26,1,0,0,1,0,0
47,47,100,101,45,49,26,26,1,0,0,1,0,0
45,47,96,100,42,45,27,26,1,0,0,1,0,0
61,45,94,96,41,42,28,27,1,0,0,1,0,0
117,61,92,94,40,41,30,28,0,1,0,1,0,0
113,117,89,92,38,40,33,30,0,1,0,0,1,0
111,113,86,89,37,38,38,33,0,1,0,0,1,0
88,111,84,86,36,37,39,38,1,0,0,0,1,0
84,88,81,84,35,36,42,39,1,0,0,1,0,0
80,84,79,81,37,35,45,42,0,1,0,1,0,0
72,80,77,79,37,37,50,45,0,1,0,0,1,0
70,72,74,77,36,37,52,50,0,1,0,0,1,0
66,70,72,74,36,36,59,52,0,1,0,0,1,0
63,66,170,72,36,36,58,59,0,1,0,0,1,0
59,63,123,170,91,36,38,58,0,1,0,1,0,0
60,59,120,123,39,91,37,38,0,1,0,0,1,0

