front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
73,73,85,75,41,41,26,26,0,1,0,0,1,0
72,73,84,85,40,41,25,26,0,1,0,0,1,0
71,72,66,84,41,40,25,25,0,1,0,0,1,0
62,71,64,66,31,41,28,25,0,1,0,0,1,0
59,62,63,64,71,31,31,28,0,1,0,0,1,0
62,59,62,63,29,71,65,31,0,1,0,0,1,0
59,62,61,62,29,29,66,65,0,1,0,0,1,0
51,59,59,61,29,29,31,66,1,0,0,0,1,0
53,51,79,59,27,29,73,31,1,0,0,1,0,0
51,53,58,79,39,27,27,73,1,0,0,1,0,0
49,51,56,58,51,39,25,27,1,0,0,1,0,0
47,49,54,56,47,51,25,25,1,0,0,1,0,0
46,47,51,54,45,47,25,25,1,0,0,1,0,0
46,46,49,51,44,45,26,25,1,0,0,1,0,0
51,46,47,49,42,44,27,26,1,0,0,1,0,0
47,51,46,47,41,42,30,27,1,0,0,1,0,0
45,47,45,46,40,41,27,30,1,0,0,1,0,0
42,45,108,45,40,40,27,27,1,0,0,1,0,0
39,42,93,108,41,40,35,27,1,0,0,1,0,0
36,39,89,93,41,41,55,35,1,0,0,1,0,0
132,36,87,89,43,41,46,55,1,0,0,1,0,0
33,132,89,87,46,43,45,46,1,0,0,1,0,0
56,33,84,89,54,46,42,45,1,0,0,1,0,0
143,56,82,84,55,54,42,42,1,0,0,1,0,0
90,143,81,82,27,55,42,42,1,0,0,1,0,0
88,90,63,81,27,27,43,42,1,0,0,1,0,0
71,88,59,63,46,27,43,43,1,0,0,1,0,0
74,71,58,59,200,46,45,43,1,0,0,1,0,0
73,74,86,58,132,200,47,45,0,1,0,1,0,0
69,73,85,86,130,132,50,47,0,1,0,0,1,0
67,69,83,85,128,130,52,50,0,1,0,0,1,0
