front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
49,49,61,64,200,200,51,51,0,1,0,0,1,0
48,49,62,61,200,200,51,51,0,1,0,0,1,0
46,48,58,62,200,200,51,51,0,1,0,0,1,0
43,46,53,58,200,200,44,51,0,1,0,0,1,0
39,43,50,53,200,200,54,44,1,0,0,0,1,0
36,39,49,50,200,200,51,54,1,0,0,1,0,0
34,36,64,49,64,200,102,51,1,0,0,1,0,0
33,34,74,64,58,64,103,102,1,0,0,1,0,0
38,33,91,74,57,58,106,103,1,0,0,1,0,0
37,38,89,91,37,57,108,106,1,0,0,1,0,0
53,37,58,89,33,37,114,108,1,0,0,1,0,0
51,53,58,58,24,33,200,114,1,0,0,1,0,0
79,51,61,58,25,24,200,200,1,0,0,1,0,0
75,79,46,61,32,25,60,200,0,1,0,1,0,0
76,75,42,46,32,32,60,60,0,1,0,0,1,0
72,76,58,42,31,32,63,60,0,1,0,0,1,0
69,72,58,58,31,31,64,63,1,0,0,0,1,0
162,69,37,58,34,31,63,64,0,1,0,1,0,0
131,162,37,37,37,34,38,63,0,1,0,0,1,0
129,131,35,37,60,37,37,38,0,1,0,0,1,0
124,129,51,35,58,60,36,37,0,1,0,0,1,0
121,124,37,51,56,58,37,36,0,1,0,0,1,0
118,121,29,37,53,56,36,37,0,0,1,0,1,0
114,118,70,29,41,53,37,36,0,1,0,0,0,1
112,114,71,70,42,41,37,37,0,1,0,0,1,0
109,112,66,71,41,42,38,37,0,1,0,0,1,0

