front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
54,54,58,59,30,30,35,35,0,1,0,0,1,0
54,54,59,58,30,30,34,35,0,1,0,0,1,0
52,54,56,59,28,30,37,34,0,1,0,0,1,0
50,52,52,56,30,28,38,37,1,0,0,0,1,0
46,50,105,52,29,30,39,38,1,0,0,1,0,0
44,46,102,105,55,29,28,39,1,0,0,1,0,0
44,44,200,102,44,55,26,28,0,1,0,1,0,0
41,44,93,200,40,44,26,26,0,1,0,0,1,0
40,41,200,93,37,40,27,26,0,1,0,0,1,0
38,40,150,200,35,37,30,27,1,0,0,0,1,0
200,38,90,150,32,35,30,30,1,0,0,1,0,0
200,200,86,90,30,32,32,30,1,0,0,1,0,0
84,200,76,86,31,30,33,32,1,0,0,1,0,0
81,84,82,76,30,31,35,33,1,0,0,1,0,0
200,81,78,82,30,30,38,35,1,0,0,1,0,0
200,200,53,78,31,30,41,38,0,1,0,1,0,0
135,200,45,53,31,31,45,41,0,1,0,0,1,0
200,135,58,45,31,31,49,45,0,1,0,0,1,0
128,200,63,58,32,31,52,49,0,1,0,0,1,0
200,128,46,63,31,32,56,52,0,1,0,0,1,0
200,200,47,46,31,31,39,56,1,0,0,0,1,0
123,200,51,47,32,31,37,39,0,1,0,1,0,0
106,123,39,51,58,32,30,37,0,1,0,0,1,0
103,106,44,39,56,58,38,30,0,1,0,0,1,0
90,103,35,44,55,56,32,38,0,1,0,0,1,0
87,90,39,35,58,55,32,32,0,1,0,0,1,0
