front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
196,196,200,200,200,200,37,37,0,1,0,0,1,0
196,196,200,200,73,200,38,37,0,1,0,0,1,0
193,196,200,200,73,73,39,38,0,1,0,0,1,0
190,193,200,200,200,73,39,39,0,1,0,0,1,0
186,190,200,200,200,200,42,39,0,1,0,0,1,0
182,186,200,200,200,200,46,42,0,1,0,0,1,0
179,182,200,200,200,200,48,46,0,1,0,0,1,0
175,179,200,200,200,200,34,48,0,1,0,0,1,0
172,175,200,200,172,200,35,34,0,1,0,0,1,0
169,172,200,200,168,172,35,35,0,1,0,0,1,0
165,169,200,200,164,168,34,35,0,1,0,0,1,0
200,165,51,200,160,164,35,34,0,1,0,0,1,0
200,200,51,51,157,160,36,35,0,1,0,0,1,0
200,200,51,51,154,157,36,36,0,1,0,0,1,0
200,200,76,51,150,154,36,36,0,1,0,0,1,0
200,200,75,76,147,150,38,36,0,1,0,0,1,0
200,200,66,75,144,147,38,38,0,1,0,0,1,0
200,200,68,66,141,144,40,38,0,0,1,0,1,0
200,200,63,68,139,141,40,40,0,0,1,0,0,1
200,200,200,63,44,139,42,40,0,0,1,0,0,1
133,200,200,200,42,44,45,42,0,1,0,0,0,1
129,133,200,200,41,42,98,45,0,1,0,0,1,0
125,129,200,200,39,41,101,98,0,1,0,0,1,0
121,125,200,200,38,39,104,101,0,1,0,0,1,0
118,121,200,200,38,38,107,104,0,1,0,0,1,0
114,118,200,200,37,38,106,107,0,1,0,0,1,0
111,114,200,200,37,37,112,106,0,1,0,0,1,0
107,111,200,200,36,37,116,112,0,1,0,0,1,0
103,107,200,200,35,36,102,116,0,1,0,0,1,0
100,103,200,200,35,35,98,102,0,1,0,0,1,0
97,100,200,200,34,35,126,98,0,1,0,0,1,0
93,97,200,200,35,34,129,126,0,1,0,0,1,0
90,93,200,200,35,35,87,129,0,1,0,0,1,0
87,90,200,200,35,35,60,87,0,1,0,0,1,0
83,87,200,200,74,35,96,60,0,1,0,0,1,0
80,83,200,200,73,74,89,96,0,1,0,0,1,0
78,80,200,200,74,73,91,89,0,1,0,0,1,0
74,78,200,200,72,74,87,91,0,1,0,0,1,0
72,74,200,200,70,72,83,87,0,1,0,0,1,0
69,72,200,200,66,70,84,83,0,1,0,0,1,0
67,69,200,200,63,66,85,84,0,1,0,0,1,0
64,67,200,200,60,63,88,85,0,1,0,0,1,0
200,64,200,200,58,60,87,88,0,1,0,0,1,0
60,200,200,200,54,58,86,87,0,1,0,0,1,0
200,60,58,200,52,54,86,86,0,1,0,0,1,0
200,200,61,58,51,52,86,86,0,1,0,0,1,0
200,200,59,61,48,51,38,86,0,1,0,0,1,0
200,200,59,59,47,48,35,38,0,1,0,0,1,0
200,200,58,59,44,47,36,35,0,1,0,0,1,0
200,200,71,58,37,44,38,36,0,1,0,0,1,0
