front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
172,172,181,157,22,23,98,98,0,1,0,0,1,0
61,172,153,181,21,22,98,98,0,1,0,0,1,0
168,61,147,153,21,21,100,98,0,1,0,0,1,0
165,168,146,147,60,21,16,100,0,1,0,0,1,0
161,165,148,146,58,60,17,16,1,0,0,0,1,0
157,161,144,148,47,58,106,17,1,0,0,1,0,0
155,157,142,144,42,47,13,106,1,0,0,1,0,0
154,155,125,142,42,42,13,13,1,0,0,1,0,0
200,154,135,125,42,42,14,13,1,0,0,1,0,0
135,200,132,135,59,42,16,14,0,1,0,1,0,0
130,135,130,132,58,59,17,16,0,0,1,0,1,0
127,130,127,130,144,58,20,17,0,0,1,0,0,1
125,127,126,127,142,144,23,20,0,0,1,0,0,1
200,125,105,126,139,142,24,23,0,0,1,0,0,1
139,200,104,105,200,139,26,24,0,0,1,0,0,1
133,139,104,104,48,200,29,26,0,1,0,0,0,1
129,133,104,104,37,48,31,29,0,1,0,0,1,0
58,129,115,104,36,37,32,31,0,1,0,0,1,0
123,58,124,115,37,36,37,32,0,1,0,0,1,0
119,123,121,124,36,37,37,37,0,1,0,0,1,0
116,119,119,121,39,36,41,37,0,1,0,0,1,0

