front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
200,200,41,40,200,200,16,16,0,1,0,0,1,0
200,200,44,41,200,200,16,16,0,1,0,0,1,0
200,200,58,44,200,200,18,16,0,1,0,0,1,0
200,200,61,58,200,200,20,18,0,1,0,0,1,0
200,200,200,61,200,200,23,20,0,1,0,0,1,0
200,200,200,200,200,200,26,23,1,0,0,0,1,0
200,200,200,200,200,200,29,26,0,1,0,1,0,0
200,200,200,200,200,200,31,29,0,1,0,0,1,0
200,200,200,200,200,200,34,31,0,1,0,0,1,0
200,200,200,200,200,200,16,34,0,1,0,0,1,0
200,200,200,200,200,200,40,16,0,1,0,0,1,0
200,200,195,200,200,200,20,40,0,0,1,0,1,0
200,200,192,195,200,200,21,20,0,0,1,0,0,1
200,200,191,192,200,200,24,21,0,0,1,0,0,1
200,200,192,191,52,200,29,24,0,0,1,0,0,1
200,200,200,192,51,52,56,29,0,1,0,0,0,1
200,200,200,200,200,51,58,56,0,1,0,0,1,0
200,200,200,200,37,200,59,58,0,1,0,0,1,0
200,200,200,200,200,37,60,59,0,1,0,0,1,0
200,200,200,200,200,200,36,60,0,1,0,0,1,0
200,200,200,200,36,200,64,36,0,1,0,0,1,0
200,200,200,200,200,36,200,64,0,1,0,0,1,0
200,200,200,200,34,200,200,200,0,1,0,0,1,0
62,200,200,200,61,34,86,200,0,1,0,0,1,0
61,62,200,200,36,61,33,86,0,1,0,0,1,0
200,61,200,200,58,36,85,33,0,1,0,0,1,0
200,200,200,200,200,58,86,85,0,1,0,0,1,0
200,200,200,200,58,200,37,86,0,1,0,0,1,0
200,200,200,200,58,58,34,37,0,1,0,0,1,0
200,200,200,200,58,58,33,34,0,0,1,0,1,0
200,200,200,200,56,58,59,33,0,0,1,0,0,1
200,200,200,200,53,56,119,59,0,0,1,0,0,1
171,200,200,200,50,53,105,119,0,0,1,0,0,1
167,171,200,200,47,50,200,105,0,1,0,0,0,1
200,167,200,200,44,47,200,200,0,1,0,0,1,0
200,200,200,200,43,44,200,200,0,1,0,0,1,0
158,200,200,200,39,43,200,200,0,1,0,0,1,0
200,158,200,200,37,39,200,200,0,1,0,0,1,0
43,200,150,200,34,37,200,200,0,1,0,0,1,0
200,43,145,150,31,34,200,200,1,0,0,0,1,0
200,200,143,145,30,31,200,200,1,0,0,1,0,0
141,200,200,143,30,30,49,200,1,0,0,1,0,0
137,141,200,200,28,30,37,49,1,0,0,1,0,0
135,137,200,200,28,28,36,37,1,0,0,1,0,0
59,135,200,200,30,28,39,36,1,0,0,1,0,0
130,59,200,200,32,30,50,39,0,1,0,1,0,0
