front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
43,43,79,58,44,41,20,20,0,1,0,0,1,0
43,43,78,79,48,44,19,20,0,1,0,0,1,0
42,43,77,78,44,48,20,19,0,1,0,0,1,0
40,42,75,77,42,44,16,20,0,1,0,0,1,0
39,40,72,75,38,42,28,16,1,0,0,0,1,0
40,39,71,72,36,38,16,28,1,0,0,1,0,0
38,40,69,71,33,36,9,16,1,0,0,1,0,0
38,38,66,69,30,33,9,9,1,0,0,1,0,0
67,38,64,66,29,30,8,9,1,0,0,1,0,0
64,67,64,64,29,29,9,8,1,0,0,1,0,0
59,64,63,64,31,29,12,9,1,0,0,1,0,0
57,59,104,63,30,31,14,12,1,0,0,1,0,0
55,57,191,104,30,30,16,14,1,0,0,1,0,0
55,55,186,191,30,30,21,16,1,0,0,1,0,0
53,55,67,186,32,30,34,21,1,0,0,1,0,0
55,53,65,67,50,32,36,34,0,1,0,1,0,0
90,55,92,65,48,50,33,36,0,1,0,0,1,0
87,90,90,92,48,48,33,33,0,1,0,0,1,0
84,87,89,90,46,48,33,33,0,1,0,0,1,0
81,84,89,89,44,46,33,33,0,0,1,0,1,0
78,81,89,89,45,44,36,33,0,1,0,0,0,1
75,78,93,89,43,45,43,36,0,1,0,0,1,0
71,75,131,93,42,43,37,43,0,1,0,0,1,0
68,71,130,131,39,42,49,37,0,1,0,0,1,0

