front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
200,200,64,64,200,200,20,20,0,1,0,0,1,0
200,200,63,64,200,200,20,20,0,1,0,0,1,0
200,200,63,63,200,200,23,20,0,1,0,0,1,0
200,200,200,63,200,200,37,23,1,0,0,0,1,0
200,200,200,200,200,200,16,37,1,0,0,1,0,0
200,200,200,200,30,200,6,16,1,0,0,1,0,0
200,200,58,200,31,30,7,6,1,0,0,1,0,0
200,200,55,58,30,31,8,7,1,0,0,1,0,0
200,200,52,55,200,30,8,8,1,0,0,1,0,0
200,200,50,52,89,200,9,8,0,1,0,1,0,0
170,200,48,50,200,89,12,9,0,1,0,0,1,0
166,170,45,48,54,200,15,12,0,1,0,0,1,0
162,166,43,45,72,54,17,15,0,1,0,0,1,0
200,162,40,43,69,72,19,17,0,0,1,0,1,0
155,200,42,40,200,69,21,19,0,0,1,0,0,1
194,155,125,42,200,200,24,21,0,0,1,0,0,1
200,194,124,125,76,200,26,24,0,0,1,0,0,1
200,200,127,124,200,76,30,26,0,1,0,0,0,1
72,200,130,127,200,200,33,30,0,1,0,0,1,0
200,72,187,130,200,200,47,33,0,1,0,0,1,0
63,200,166,187,200,200,50,47,0,1,0,0,1,0
200,63,139,166,34,200,52,50,0,1,0,0,1,0
58,200,138,139,33,34,57,52,0,1,0,0,1,0
200,58,135,138,32,33,59,57,0,1,0,0,1,0
89,200,135,135,31,32,69,59,0,1,0,0,1,0
