front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
122,122,38,38,95,95,37,37,0,1,0,0,1,0
122,122,37,38,119,95,37,37,0,1,0,0,1,0
121,122,37,37,115,119,37,37,0,1,0,0,1,0
66,121,36,37,114,115,36,37,0,1,0,0,1,0
69,66,35,36,115,114,36,36,0,1,0,0,1,0
62,69,35,35,115,115,36,36,0,0,1,0,1,0
57,62,34,35,112,115,37,36,0,0,1,0,0,1
105,57,35,34,118,112,69,37,0,0,1,0,0,1
103,105,37,35,105,118,74,69,0,0,1,0,0,1
100,103,50,37,102,105,79,74,0,0,1,0,0,1
98,100,50,50,89,102,71,79,0,0,1,0,0,1
97,98,57,50,86,89,75,71,0,0,1,0,0,1
97,97,92,57,83,86,57,75,0,0,1,0,0,1
95,97,91,92,80,83,55,57,0,0,1,0,0,1
90,95,90,91,77,80,41,55,0,0,1,0,0,1
86,90,91,90,75,77,44,41,0,1,0,0,0,1
83,86,104,91,73,75,47,44,0,1,0,0,1,0
81,83,102,104,70,73,53,47,0,1,0,0,1,0
77,81,114,102,68,70,49,53,0,1,0,0,1,0
74,77,104,114,65,68,51,49,0,0,1,0,1,0
71,74,74,104,62,65,53,51,0,1,0,0,0,1
61,71,71,74,59,62,55,53,0,1,0,0,1,0
58,61,67,71,57,59,57,55,0,1,0,0,1,0
61,58,63,67,54,57,57,57,0,1,0,0,1,0
58,61,60,63,51,54,59,57,0,1,0,0,1,0
55,58,58,60,50,51,61,59,0,1,0,0,1,0
52,55,55,58,47,50,65,61,0,1,0,0,1,0
50,52,52,55,43,47,68,65,0,1,0,0,1,0
47,50,51,52,42,43,32,68,0,1,0,0,1,0
44,47,48,51,37,42,31,32,1,0,0,0,1,0
41,44,44,48,36,37,32,31,1,0,0,1,0,0
40,41,58,44,35,36,31,32,1,0,0,1,0,0
40,40,79,58,35,35,30,31,1,0,0,1,0,0
38,40,80,79,37,35,30,30,1,0,0,1,0,0
37,38,84,80,35,37,31,30,1,0,0,1,0,0
35,37,82,84,35,35,34,31,1,0,0,1,0,0
71,35,97,82,35,35,37,34,1,0,0,1,0,0
69,71,95,97,29,35,37,37,1,0,0,1,0,0
74,69,92,95,28,29,37,37,1,0,0,1,0,0
70,74,90,92,30,28,37,37,0,1,0,1,0,0
66,70,88,90,30,30,37,37,0,1,0,0,1,0
62,66,84,88,28,30,41,37,0,1,0,0,1,0
59,62,82,84,26,28,43,41,0,1,0,0,1,0

