front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
160,159,200,200,29,29,69,68,0,1,0,0,1,0
159,160,39,200,28,29,72,69,0,1,0,0,1,0
157,159,68,39,27,28,71,72,0,1,0,0,1,0
155,157,65,68,26,27,77,71,0,1,0,0,1,0
152,155,65,65,26,26,76,77,1,0,0,0,1,0
149,152,61,65,25,26,80,76,1,0,0,1,0,0
146,149,58,61,29,25,30,80,0,1,0,1,0,0
142,146,30,58,31,29,28,30,0,1,0,0,1,0
139,142,27,30,119,31,25,28,0,1,0,0,1,0
135,139,27,27,120,119,26,25,0,1,0,0,1,0
129,135,25,27,200,120,27,26,0,1,0,0,1,0
125,129,24,25,200,200,27,27,0,1,0,0,1,0
120,125,24,24,200,200,27,27,0,1,0,0,1,0
116,120,37,24,192,200,30,27,0,1,0,0,1,0
112,116,37,37,188,192,30,30,0,1,0,0,1,0
108,112,37,37,185,188,32,30,0,0,1,0,1,0
104,108,37,37,182,185,35,32,0,0,1,0,0,1
103,104,37,37,195,182,35,35,0,0,1,0,0,1
107,103,38,37,93,195,40,35,0,0,1,0,0,1
104,107,54,38,90,93,41,40,0,0,1,0,0,1
103,104,73,54,87,90,42,41,0,0,1,0,0,1
103,103,93,73,84,87,63,42,0,0,1,0,0,1
145,103,96,93,81,84,58,63,0,0,1,0,0,1
162,145,97,96,78,81,57,58,0,1,0,0,0,1
176,162,99,97,75,78,104,57,0,1,0,0,1,0
174,176,96,99,72,75,58,104,0,1,0,0,1,0
72,174,95,96,70,72,63,58,0,1,0,0,1,0
69,72,95,95,67,70,66,63,0,1,0,0,1,0
67,69,93,95,64,67,72,66,0,1,0,0,1,0
63,67,127,93,61,64,72,72,0,0,1,0,1,0
60,63,126,127,58,61,51,72,0,1,0,0,0,1
56,60,125,126,56,58,96,51,0,1,0,0,1,0
53,56,124,125,52,56,69,96,0,1,0,0,1,0
51,53,122,124,51,52,43,69,0,1,0,0,1,0
47,51,121,122,48,51,41,43,1,0,0,0,1,0
45,47,119,121,44,48,39,41,1,0,0,1,0,0
44,45,116,119,42,44,37,39,1,0,0,1,0,0
43,44,115,116,39,42,30,37,1,0,0,1,0,0
67,43,90,115,40,39,32,30,1,0,0,1,0,0
66,67,89,90,38,40,34,32,1,0,0,1,0,0
111,66,107,89,38,38,37,34,1,0,0,1,0,0
106,111,81,107,39,38,40,37,0,1,0,1,0,0
102,106,101,81,40,39,59,40,1,0,0,0,1,0
99,102,98,101,40,40,45,59,0,1,0,1,0,0

