front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
64,64,89,89,68,69,31,32,0,1,0,0,1,0
64,64,89,89,68,68,33,31,0,1,0,0,1,0
64,64,98,89,64,68,34,33,0,1,0,0,1,0
63,64,58,98,62,64,37,34,0,1,0,0,1,0
61,63,95,58,59,62,38,37,0,1,0,0,1,0
58,61,93,95,56,59,200,38,0,1,0,0,1,0
56,58,90,93,54,56,58,200,0,1,0,0,1,0
54,56,62,90,51,54,54,58,0,1,0,0,1,0
52,54,60,62,48,51,58,54,0,1,0,0,1,0
49,52,59,60,45,48,59,58,0,1,0,0,1,0
48,49,82,59,43,45,62,59,0,1,0,0,1,0
47,48,75,82,41,43,51,62,0,1,0,0,1,0
43,47,73,75,38,41,47,51,1,0,0,0,1,0
50,43,75,73,36,38,51,47,1,0,0,1,0,0
48,50,73,75,36,36,51,51,1,0,0,1,0,0
72,48,70,73,35,36,51,51,0,1,0,1,0,0
69,72,68,70,34,35,54,51,0,1,0,0,1,0
66,69,65,68,34,34,56,54,1,0,0,0,1,0
58,66,63,65,33,34,59,56,0,1,0,1,0,0
60,58,61,63,34,33,60,59,1,0,0,0,1,0
57,60,58,61,35,34,71,60,1,0,0,1,0,0
54,57,75,58,38,35,38,71,1,0,0,1,0,0

