front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
94,94,97,97,71,71,69,70,0,1,0,0,1,0
93,94,96,97,70,71,69,69,0,1,0,0,1,0
91,93,96,96,70,70,70,69,0,1,0,0,1,0
88,91,93,96,70,70,69,70,0,1,0,0,1,0
84,88,130,93,70,70,69,69,0,1,0,0,1,0
81,84,129,130,69,70,69,69,0,1,0,0,1,0
78,81,127,129,70,69,69,69,0,1,0,0,1,0
75,78,200,127,69,70,70,69,0,1,0,0,1,0
72,75,125,200,68,69,70,70,0,1,0,0,1,0
69,72,200,125,68,68,70,70,0,1,0,0,1,0
65,69,181,200,67,68,69,70,0,1,0,0,1,0
62,65,168,181,66,67,69,69,0,1,0,0,1,0
59,62,169,168,66,66,72,69,0,1,0,0,1,0
57,59,64,169,65,66,34,72,0,1,0,0,1,0
53,57,58,64,65,65,24,34,0,1,0,0,1,0
51,53,58,58,64,65,26,24,0,1,0,0,1,0
48,51,58,58,63,64,29,26,1,0,0,0,1,0
47,48,58,58,64,63,34,29,1,0,0,1,0,0
44,47,154,58,66,64,64,34,1,0,0,1,0,0
41,44,200,154,68,66,64,64,1,0,0,1,0,0
39,41,200,200,42,68,63,64,1,0,0,1,0,0
38,39,200,200,37,42,63,63,1,0,0,1,0,0
36,38,200,200,34,37,63,63,1,0,0,1,0,0
200,36,125,200,33,34,64,63,1,0,0,1,0,0
183,200,122,125,32,33,66,64,1,0,0,1,0,0
63,183,120,122,31,32,68,66,1,0,0,1,0,0
200,63,94,120,32,31,71,68,1,0,0,1,0,0
200,200,102,94,32,32,73,71,1,0,0,1,0,0
108,200,110,102,34,32,77,73,0,1,0,1,0,0
104,108,200,110,35,34,38,77,0,1,0,0,1,0
102,104,200,200,35,35,37,38,0,1,0,0,1,0
97,102,200,200,34,35,38,37,0,1,0,0,1,0
94,97,200,200,35,34,36,38,0,1,0,0,1,0
91,94,200,200,34,35,35,36,0,1,0,0,1,0
88,91,200,200,35,34,37,35,0,1,0,0,1,0
84,88,200,200,34,35,37,37,0,1,0,0,1,0
133,84,200,200,34,34,36,37,0,1,0,0,1,0
115,133,200,200,34,34,35,36,0,1,0,0,1,0
200,115,103,200,33,34,66,35,0,1,0,0,1,0
108,200,109,103,33,33,65,66,0,1,0,0,1,0
113,108,94,109,32,33,37,65,0,1,0,0,1,0
98,113,91,94,33,32,40,37,0,1,0,0,1,0
71,98,64,91,32,33,38,40,0,1,0,0,1,0
200,71,51,64,200,32,43,38,0,1,0,0,1,0
200,200,53,51,200,200,43,43,0,1,0,0,1,0
200,200,52,53,200,200,46,43,0,1,0,0,1,0
200,200,50,52,200,200,47,46,0,1,0,0,1,0
200,200,51,50,200,200,50,47,0,1,0,0,1,0
200,200,49,51,200,200,51,50,0,0,1,0,1,0
200,200,58,49,200,200,55,51,0,0,1,0,0,1
200,200,200,58,200,200,57,55,0,1,0,0,0,1
200,200,67,200,200,200,58,57,0,1,0,0,1,0
200,200,200,67,200,200,59,58,0,1,0,0,1,0
200,200,200,200,200,200,58,59,0,1,0,0,1,0
200,200,200,200,200,200,156,58,0,0,1,0,1,0
200,200,200,200,200,200,63,156,0,0,1,0,0,1
200,200,136,200,200,200,64,63,0,1,0,0,0,1
200,200,134,136,200,200,51,64,0,1,0,0,1,0
200,200,132,134,200,200,58,51,0,1,0,0,1,0
200,200,130,132,200,200,64,58,0,1,0,0,1,0
200,200,127,130,200,200,169,64,0,0,1,0,1,0
200,200,126,127,200,200,170,169,0,1,0,0,0,1
200,200,126,126,200,200,173,170,0,1,0,0,1,0
200,200,126,126,200,200,174,173,0,0,1,0,1,0
200,200,126,126,39,200,175,174,0,1,0,0,0,1
200,200,128,126,38,39,37,175,0,1,0,0,1,0
200,200,128,128,37,38,35,37,0,1,0,0,1,0
200,200,128,128,37,37,36,35,0,1,0,0,1,0
200,200,129,128,40,37,36,36,0,0,1,0,1,0
200,200,132,129,108,40,37,36,0,1,0,0,0,1
200,200,200,132,106,108,200,37,0,1,0,0,1,0
200,200,200,200,105,106,200,200,0,1,0,0,1,0
200,200,200,200,103,105,114,200,0,1,0,0,1,0
200,200,200,200,102,103,116,114,0,1,0,0,1,0
200,200,200,200,101,102,58,116,0,1,0,0,1,0
200,200,200,200,99,101,99,58,0,1,0,0,1,0
200,200,200,200,98,99,100,99,0,0,1,0,1,0
200,200,200,200,71,98,200,100,0,0,1,0,0,1
200,200,200,200,68,71,200,200,0,0,1,0,0,1
200,200,200,200,66,68,200,200,0,0,1,0,0,1
91,200,200,200,65,66,46,200,0,0,1,0,0,1
86,91,200,200,61,65,47,46,0,1,0,0,0,1
82,86,200,200,61,61,52,47,0,1,0,0,1,0
79,82,200,200,58,61,53,52,0,1,0,0,1,0
76,79,200,200,55,58,55,53,0,1,0,0,1,0
73,76,200,200,54,55,58,55,0,0,1,0,1,0
70,73,200,200,51,54,67,58,0,0,1,0,0,1
66,70,200,200,51,51,63,67,0,1,0,0,0,1
63,66,72,200,80,51,68,63,0,1,0,0,1,0
60,63,64,72,72,80,71,68,0,1,0,0,1,0
58,60,61,64,27,72,74,71,0,1,0,0,1,0
