front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
58,58,72,72,62,62,91,91,0,1,0,0,1,0
58,58,75,72,59,62,92,91,0,1,0,0,1,0
54,58,74,75,58,59,55,92,0,1,0,0,1,0
51,54,76,74,62,58,55,55,0,1,0,0,1,0
48,51,71,76,57,62,55,55,0,1,0,0,1,0
45,48,71,71,47,57,55,55,1,0,0,0,1,0
42,45,63,71,42,47,56,55,1,0,0,1,0,0
41,42,67,63,39,42,56,56,1,0,0,1,0,0
58,41,71,67,36,39,58,56,0,1,0,1,0,0
55,58,68,71,35,36,60,58,0,1,0,0,1,0
52,55,67,68,33,35,63,60,1,0,0,0,1,0
49,52,62,67,32,33,63,63,1,0,0,1,0,0
49,49,58,62,33,32,63,63,1,0,0,1,0,0
49,49,55,58,35,33,58,63,0,1,0,1,0,0
143,49,52,55,38,35,51,58,0,1,0,0,1,0
140,143,52,52,40,38,52,51,0,1,0,0,1,0
137,140,51,52,38,40,37,52,0,1,0,0,1,0
133,137,48,51,43,38,37,37,1,0,0,0,1,0
130,133,45,48,38,43,36,37,0,1,0,1,0,0
111,130,43,45,34,38,34,36,0,1,0,0,1,0
108,111,41,43,47,34,35,34,0,1,0,0,1,0
105,108,40,41,35,47,36,35,0,1,0,0,1,0
102,105,40,40,93,35,36,36,0,1,0,0,1,0

