front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
200,200,58,58,72,72,104,104,0,1,0,0,0,0
200,200,58,58,71,72,70,104,0,1,0,0,1,0
85,200,71,58,68,71,106,70,0,1,0,0,1,0
79,85,200,71,66,68,72,106,0,1,0,0,1,0
68,79,200,200,62,66,76,72,0,1,0,0,1,0
61,68,66,200,58,62,117,76,0,1,0,0,1,0
58,61,200,66,72,58,112,117,0,1,0,0,1,0
54,58,200,200,53,72,84,112,0,1,0,0,1,0
51,54,200,200,51,53,61,84,0,1,0,0,1,0
47,51,82,200,51,51,117,61,0,1,0,0,1,0
44,47,100,82,49,51,118,117,0,1,0,0,1,0
43,44,97,100,44,49,122,118,1,0,0,0,1,0
45,43,58,97,37,44,122,122,1,0,0,1,0,0
43,45,77,58,35,37,120,122,1,0,0,1,0,0
42,43,58,77,33,35,65,120,1,0,0,1,0,0
200,42,200,58,31,33,68,65,1,0,0,1,0,0
200,200,200,200,31,31,51,68,1,0,0,1,0,0
83,200,200,200,32,31,63,51,0,1,0,1,0,0
61,83,193,200,32,32,51,63,1,0,0,0,1,0
76,61,147,193,34,32,45,51,0,1,0,1,0,0
75,76,145,147,35,34,45,45,0,1,0,0,1,0
69,75,142,145,37,35,48,45,0,1,0,0,1,0
200,69,160,142,200,37,49,48,0,1,0,0,1,0
62,200,137,160,200,200,37,49,0,1,0,0,1,0
200,62,134,137,200,200,58,37,0,1,0,0,1,0
