front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
200,200,200,200,200,200,6,6,0,1,0,0,1,0
200,200,200,200,58,200,6,6,0,1,0,0,1,0
200,200,200,200,200,58,7,6,0,1,0,0,1,0
200,200,200,200,33,200,8,7,0,1,0,0,1,0
200,200,200,200,51,33,9,8,1,0,0,0,1,0
200,200,200,200,44,51,9,9,1,0,0,1,0,0
200,200,200,200,44,44,9,9,0,1,0,1,0,0
200,200,200,200,49,44,9,9,0,1,0,0,1,0
200,200,200,200,44,49,11,9,0,1,0,0,1,0
103,200,200,200,42,44,13,11,0,1,0,0,1,0
200,103,200,200,41,42,15,13,0,1,0,0,1,0
200,200,200,200,39,41,16,15,0,1,0,0,1,0
200,200,200,200,36,39,17,16,0,1,0,0,1,0
200,200,200,200,36,36,18,17,0,1,0,0,1,0
200,200,200,200,35,36,19,18,0,1,0,0,1,0
200,200,200,200,34,35,21,19,0,1,0,0,1,0
200,200,200,200,32,34,23,21,0,1,0,0,1,0
200,200,200,200,31,32,24,23,1,0,0,0,1,0
200,200,200,200,32,31,25,24,1,0,0,1,0,0
200,200,200,200,34,32,25,25,0,1,0,1,0,0
200,200,200,200,35,34,26,25,0,1,0,0,1,0
200,200,200,200,34,35,28,26,0,1,0,0,1,0
200,200,200,200,34,34,30,28,0,1,0,0,1,0
200,200,200,200,33,34,32,30,0,1,0,0,1,0
200,200,200,200,33,33,35,32,0,1,0,0,1,0
66,200,200,200,32,33,37,35,0,1,0,0,1,0
62,66,200,200,32,32,39,37,0,1,0,0,1,0
200,62,200,200,31,32,42,39,0,1,0,0,1,0
200,200,200,200,30,31,44,42,0,1,0,0,1,0
200,200,200,200,29,30,46,44,0,1,0,0,1,0
200,200,200,200,28,29,49,46,1,0,0,0,1,0
200,200,200,200,28,28,52,49,1,0,0,1,0,0
200,200,200,200,200,28,56,52,0,1,0,1,0,0
200,200,200,200,200,200,30,56,0,1,0,0,1,0
200,200,200,200,47,200,31,30,0,1,0,0,1,0
200,200,200,200,47,47,30,31,0,1,0,0,1,0
200,200,200,200,36,47,31,30,0,1,0,0,1,0
200,200,200,200,36,36,30,31,0,1,0,0,1,0
200,200,200,200,34,36,30,30,0,1,0,0,1,0
