front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
170,170,47,45,26,25,63,63,0,1,0,0,1,0
169,170,46,47,24,26,64,63,0,1,0,0,1,0
168,169,44,46,27,24,63,64,0,1,0,0,1,0
164,168,43,44,23,27,60,63,0,1,0,0,1,0
161,164,41,43,25,23,69,60,0,1,0,0,1,0
158,161,39,41,23,25,72,69,0,1,0,0,1,0
155,158,40,39,22,23,73,72,0,1,0,0,1,0
151,155,67,40,23,22,75,73,0,1,0,0,1,0
148,151,68,67,21,23,77,75,0,1,0,0,1,0
144,148,72,68,20,21,20,77,0,1,0,0,1,0
142,144,62,72,23,20,23,20,0,1,0,0,1,0
138,142,58,62,26,23,89,23,0,1,0,0,1,0
135,138,56,58,27,26,84,89,0,1,0,0,1,0
132,135,54,56,22,27,87,84,0,1,0,0,1,0
129,132,53,54,78,22,89,87,0,1,0,0,1,0
126,129,61,53,77,78,90,89,0,1,0,0,1,0
123,126,58,61,77,77,97,90,0,1,0,0,1,0
119,123,68,58,75,77,97,97,0,1,0,0,1,0
117,119,73,68,75,75,24,97,0,1,0,0,1,0
114,117,63,73,74,75,22,24,0,1,0,0,1,0
111,114,61,63,73,74,25,22,0,1,0,0,1,0
107,111,58,61,73,73,24,25,0,1,0,0,1,0
104,107,72,58,72,73,26,24,0,1,0,0,1,0
101,104,58,72,71,72,25,26,0,1,0,0,1,0
98,101,56,58,70,71,30,25,0,0,1,0,1,0
95,98,55,56,69,70,32,30,0,0,1,0,0,1
132,95,58,55,66,69,33,32,0,0,1,0,0,1
130,132,90,58,63,66,35,33,0,0,1,0,0,1
130,130,89,90,60,63,39,35,0,0,1,0,0,1
63,130,125,89,58,60,53,39,0,0,1,0,0,1
57,63,124,125,56,58,54,53,0,0,1,0,0,1
54,57,124,124,53,56,107,54,0,1,0,0,0,1
50,54,124,124,52,53,109,107,0,1,0,0,1,0
47,50,124,124,49,52,112,109,0,1,0,0,1,0
44,47,123,124,55,49,112,112,1,0,0,0,1,0
42,44,122,123,45,55,40,112,1,0,0,1,0,0
39,42,119,122,39,45,39,40,1,0,0,1,0,0
38,39,116,119,38,39,30,39,1,0,0,1,0,0
40,38,114,116,35,38,29,30,1,0,0,1,0,0
134,40,91,114,34,35,31,29,1,0,0,1,0,0
131,134,85,91,35,34,34,31,1,0,0,1,0,0
111,131,62,85,34,35,37,34,1,0,0,1,0,0
105,111,59,62,35,34,40,37,0,1,0,1,0,0
102,105,57,59,36,35,39,40,0,1,0,0,1,0
99,102,57,57,36,36,39,39,0,1,0,0,1,0
95,99,70,57,37,36,40,39,0,1,0,0,1,0
92,95,61,70,36,37,38,40,0,1,0,0,1,0
89,92,67,61,36,36,37,38,0,1,0,0,1,0
86,89,64,67,37,36,37,37,0,1,0,0,1,0
83,86,62,64,36,37,38,37,0,1,0,0,1,0
80,83,51,62,35,36,38,38,0,1,0,0,1,0

