front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
51,51,75,75,40,40,59,59,0,1,0,0,1,0
51,51,75,75,39,40,31,59,0,1,0,0,1,0
189,51,63,75,38,39,30,31,0,1,0,0,1,0
185,189,61,63,35,38,31,30,0,1,0,0,1,0
51,185,59,61,33,35,37,31,1,0,0,0,1,0
179,51,68,59,32,33,51,37,1,0,0,1,0,0
126,179,65,68,32,32,91,51,1,0,0,1,0,0
67,126,63,65,34,32,93,91,1,0,0,1,0,0
61,67,62,63,37,34,44,93,0,1,0,1,0,0
58,61,64,62,44,37,37,44,0,1,0,0,1,0
55,58,60,64,171,44,37,37,0,0,1,0,1,0
52,55,57,60,169,171,37,37,0,1,0,0,0,1
51,52,52,57,36,169,49,37,0,1,0,0,1,0
48,51,47,52,35,36,52,49,0,1,0,0,1,0
47,48,44,47,35,35,200,52,0,1,0,0,1,0
44,47,42,44,37,35,57,200,0,1,0,0,1,0
43,44,39,42,200,37,57,57,0,1,0,0,1,0
43,43,37,39,157,200,58,57,0,1,0,0,1,0
56,43,36,37,123,157,60,58,0,1,0,0,1,0
52,56,32,36,123,123,64,60,0,1,0,0,1,0
51,52,30,32,149,123,67,64,0,1,0,0,1,0
49,51,27,30,122,149,69,67,0,1,0,0,1,0
44,49,27,27,122,122,71,69,0,0,1,0,1,0
73,44,32,27,120,122,40,71,0,0,1,0,0,1
71,73,24,32,117,120,75,40,0,0,1,0,0,1
69,71,58,24,114,117,77,75,0,0,1,0,0,1
67,69,58,58,112,114,80,77,0,0,1,0,0,1
67,67,64,58,110,112,58,80,0,0,1,0,0,1
71,67,53,64,105,110,48,58,0,0,1,0,0,1
127,71,52,53,104,105,90,48,0,1,0,0,0,1
104,127,61,52,101,104,51,90,0,1,0,0,1,0
100,104,60,61,98,101,96,51,0,1,0,0,1,0
97,100,59,60,96,98,57,96,0,0,1,0,1,0
94,97,58,59,92,96,89,57,0,0,1,0,0,1
90,94,59,58,97,92,79,89,0,1,0,0,0,1
86,90,59,59,200,97,58,79,0,1,0,0,1,0
82,86,59,59,200,200,75,58,0,1,0,0,1,0
79,82,60,59,200,200,98,75,0,1,0,0,1,0
75,79,59,60,58,200,82,98,0,1,0,0,1,0
72,75,59,59,79,58,112,82,0,1,0,0,1,0
69,72,59,59,147,79,87,112,0,1,0,0,1,0
65,69,60,59,30,147,89,87,0,1,0,0,1,0
62,65,60,60,30,30,120,89,0,1,0,0,1,0
59,62,60,60,31,30,122,120,0,1,0,0,1,0
55,59,59,60,30,31,125,122,0,1,0,0,1,0
52,55,60,59,29,30,127,125,1,0,0,0,1,0
49,52,61,60,29,29,30,127,1,0,0,1,0,0
47,49,58,61,58,29,28,30,1,0,0,1,0,0
45,47,57,58,49,58,26,28,1,0,0,1,0,0
45,45,55,57,45,49,26,26,1,0,0,1,0,0
44,45,52,55,43,45,27,26,1,0,0,1,0,0
54,44,50,52,40,43,24,27,1,0,0,1,0,0
51,54,47,50,39,40,27,24,1,0,0,1,0,0
49,51,45,47,39,39,30,27,1,0,0,1,0,0
44,49,44,45,38,39,33,30,1,0,0,1,0,0
43,44,42,44,39,38,56,33,1,0,0,1,0,0
38,43,58,42,42,39,56,56,1,0,0,1,0,0
36,38,58,58,43,42,44,56,1,0,0,1,0,0
34,36,101,58,48,43,40,44,1,0,0,1,0,0
33,34,91,101,49,48,39,40,1,0,0,1,0,0
114,33,65,91,30,49,39,39,1,0,0,1,0,0
43,114,61,65,29,30,40,39,1,0,0,1,0,0
102,43,60,61,27,29,41,40,1,0,0,1,0,0
200,102,80,60,27,27,44,41,1,0,0,1,0,0
74,200,77,80,27,27,47,44,1,0,0,1,0,0
69,74,76,77,30,27,50,47,0,1,0,1,0,0
66,69,150,76,30,30,53,50,0,1,0,0,1,0
64,66,59,150,88,30,55,53,0,1,0,0,1,0
62,64,146,59,85,88,58,55,0,1,0,0,1,0
59,62,65,146,71,85,62,58,0,1,0,0,1,0
58,59,141,65,68,71,30,62,0,1,0,0,1,0
51,58,139,141,65,68,30,30,0,1,0,0,1,0
49,51,137,139,62,65,31,30,0,1,0,0,1,0

