front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
103,187,184,183,9,9,74,74,0,1,0,0,1,0
103,103,183,184,9,9,75,74,0,1,0,0,1,0
100,103,155,183,8,9,76,75,1,0,0,0,1,0
97,100,179,155,7,8,79,76,1,0,0,1,0,0
92,97,156,179,9,7,81,79,1,0,0,1,0,0
173,92,199,156,10,9,186,81,1,0,0,1,0,0
170,173,196,199,200,10,16,186,1,0,0,1,0,0
167,170,200,196,161,200,9,16,1,0,0,1,0,0
136,167,200,200,84,161,8,9,1,0,0,1,0,0
186,136,62,200,81,84,9,8,0,1,0,1,0,0
184,186,59,62,80,81,11,9,0,1,0,0,1,0
130,184,58,59,79,80,14,11,0,1,0,0,1,0
126,130,58,58,78,79,16,14,0,1,0,0,1,0
174,126,72,58,153,78,18,16,0,1,0,0,1,0
119,174,68,72,150,153,20,18,0,1,0,0,1,0
116,119,65,68,148,150,23,20,0,0,1,0,1,0
112,116,64,65,146,148,27,23,0,0,1,0,0,1
108,112,60,64,74,146,30,27,0,1,0,0,0,1
104,108,60,60,72,74,31,30,0,0,1,0,1,0
101,104,58,60,71,72,32,31,0,0,1,0,0,1
98,101,60,58,68,71,33,32,0,0,1,0,0,1
97,98,151,60,65,68,35,33,0,1,0,0,0,1
94,97,148,151,64,65,38,35,0,1,0,0,1,0
90,94,144,148,46,64,37,38,0,1,0,0,1,0
87,90,141,144,45,46,39,37,0,1,0,0,1,0
85,87,86,141,45,45,39,39,0,1,0,0,1,0
82,85,82,86,44,45,40,39,0,1,0,0,1,0
80,82,81,82,44,44,39,40,0,1,0,0,1,0
