front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
51,49,51,51,25,25,25,25,0,1,0,0,1,0
49,51,53,51,30,25,24,25,0,1,0,0,1,0
47,49,45,53,23,30,26,24,0,1,0,0,1,0
44,47,38,45,23,23,94,26,0,1,0,0,1,0
42,44,52,38,22,23,115,94,1,0,0,0,1,0
38,42,51,52,22,22,52,115,1,0,0,1,0,0
38,38,58,51,25,22,23,52,1,0,0,1,0,0
37,38,41,58,42,25,21,23,1,0,0,1,0,0
57,37,40,41,43,42,21,21,1,0,0,1,0,0
56,57,37,40,41,43,21,21,1,0,0,1,0,0
54,56,36,37,43,41,20,21,1,0,0,1,0,0
54,54,32,36,47,43,22,20,0,1,0,1,0,0
54,54,27,32,51,47,23,22,0,1,0,0,1,0
38,54,30,27,49,51,25,23,1,0,0,0,1,0
51,38,27,30,46,49,27,25,1,0,0,1,0,0
92,51,27,27,45,46,27,27,0,1,0,1,0,0
30,92,22,27,44,45,29,27,0,1,0,0,1,0
26,30,20,22,43,44,30,29,0,1,0,0,1,0
73,26,18,20,40,43,32,30,0,1,0,0,1,0
70,73,16,18,38,40,35,32,0,1,0,0,1,0
58,70,17,16,37,38,36,35,0,1,0,0,1,0
61,58,16,17,35,37,38,36,0,1,0,0,1,0
58,61,16,16,34,35,40,38,0,1,0,0,1,0
64,58,17,16,31,34,42,40,0,1,0,0,1,0
58,64,59,17,30,31,17,42,0,1,0,0,1,0
70,58,57,59,27,30,16,17,1,0,0,0,1,0
62,70,56,57,24,27,47,16,1,0,0,1,0,0
58,62,46,56,22,24,47,47,1,0,0,1,0,0
55,58,52,46,22,22,38,47,1,0,0,1,0,0
51,55,50,52,21,22,39,38,1,0,0,1,0,0
49,51,48,50,21,21,38,39,1,0,0,1,0,0
45,49,48,48,22,21,38,38,1,0,0,1,0,0
43,45,53,48,24,22,40,38,1,0,0,1,0,0
41,43,200,53,27,24,43,40,1,0,0,1,0,0
