front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
61,61,51,51,147,147,30,30,0,1,0,0,1,0
61,61,51,51,148,147,30,30,0,1,0,0,1,0
60,61,49,51,91,148,31,30,0,1,0,0,1,0
58,60,47,49,91,91,34,31,0,1,0,0,1,0
57,58,44,47,142,91,30,34,0,1,0,0,1,0
54,57,42,44,140,142,38,30,1,0,0,0,1,0
52,54,40,42,139,140,33,38,1,0,0,1,0,0
49,52,47,40,140,139,35,33,1,0,0,1,0,0
46,49,37,47,138,140,37,35,1,0,0,1,0,0
36,46,38,37,200,138,48,37,1,0,0,1,0,0
33,36,41,38,82,200,51,48,1,0,0,1,0,0
29,33,44,41,82,82,55,51,1,0,0,1,0,0
27,29,60,44,82,82,58,55,1,0,0,1,0,0
33,27,58,60,82,82,90,58,1,0,0,1,0,0
31,33,56,58,35,82,141,90,1,0,0,1,0,0
30,31,55,56,30,35,138,141,1,0,0,1,0,0
35,30,144,55,27,30,144,138,1,0,0,1,0,0
49,35,120,144,18,27,149,144,1,0,0,1,0,0
45,49,117,120,16,18,84,149,1,0,0,1,0,0
44,45,113,117,18,16,83,84,1,0,0,1,0,0
45,44,112,113,16,18,85,83,1,0,0,1,0,0
132,45,108,112,25,16,89,85,1,0,0,1,0,0
129,132,75,108,30,25,58,89,1,0,0,1,0,0
105,129,72,75,38,30,27,58,0,1,0,1,0,0
101,105,71,72,38,38,25,27,0,1,0,0,1,0
97,101,61,71,130,38,26,25,0,1,0,0,1,0
93,97,59,61,128,130,26,26,0,0,1,0,1,0
90,93,67,59,126,128,29,26,0,1,0,0,0,1
88,90,67,67,123,126,30,29,0,1,0,0,1,0
85,88,66,67,58,123,31,30,0,0,1,0,1,0
83,85,59,66,58,58,36,31,0,0,1,0,0,1
103,83,68,59,53,58,37,36,0,1,0,0,0,1
100,103,70,68,44,53,37,37,0,1,0,0,1,0
97,100,71,70,49,44,37,37,0,1,0,0,1,0
94,97,71,71,41,49,44,37,0,1,0,0,1,0
91,94,71,71,40,41,49,44,0,1,0,0,1,0
88,91,68,71,47,40,49,49,0,1,0,0,1,0
85,88,66,68,47,47,50,49,0,1,0,0,1,0
81,85,63,66,46,47,51,50,0,0,1,0,1,0
78,81,62,63,45,46,80,51,0,0,1,0,0,1
76,78,63,62,44,45,141,80,0,0,1,0,0,1
75,76,73,63,41,44,142,141,0,0,1,0,0,1
74,75,71,73,37,41,144,142,0,0,1,0,0,1
74,74,69,71,35,37,147,144,0,1,0,0,0,1
79,74,68,69,33,35,112,147,1,0,0,0,1,0
77,79,66,68,31,33,69,112,1,0,0,1,0,0
69,77,64,66,31,31,66,69,1,0,0,1,0,0
64,69,62,64,31,31,68,66,1,0,0,1,0,0
60,64,60,62,29,31,46,68,0,1,0,1,0,0
57,60,58,60,30,29,38,46,0,1,0,0,1,0
55,57,55,58,29,30,37,38,1,0,0,0,1,0
52,55,53,55,30,29,42,37,1,0,0,1,0,0
50,52,52,53,31,30,37,42,1,0,0,1,0,0
