front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
69,69,70,70,187,187,41,43,0,1,0,0,1,0
69,69,69,70,184,187,42,41,0,1,0,0,1,0
67,69,65,69,183,184,45,42,0,1,0,0,1,0
64,67,62,65,179,183,47,45,0,1,0,0,1,0
61,64,59,62,60,179,49,47,0,1,0,0,1,0
58,61,56,59,58,60,51,49,0,1,0,0,1,0
56,58,54,56,58,58,52,51,0,1,0,0,1,0
53,56,51,54,58,58,55,52,1,0,0,0,1,0
51,53,49,51,75,58,58,55,1,0,0,1,0,0
47,51,47,49,157,75,71,58,1,0,0,1,0,0
43,47,45,47,40,157,76,71,1,0,0,1,0,0
41,43,69,45,39,40,81,76,1,0,0,1,0,0
38,41,65,69,51,39,200,81,1,0,0,1,0,0
37,38,64,65,52,51,200,200,1,0,0,1,0,0
116,37,89,64,35,52,58,200,1,0,0,1,0,0
57,116,86,89,33,35,37,58,1,0,0,1,0,0
55,57,59,86,32,33,58,37,1,0,0,1,0,0
50,55,58,59,31,32,53,58,1,0,0,1,0,0
79,50,79,58,31,31,53,53,1,0,0,1,0,0
76,79,77,79,32,31,57,53,1,0,0,1,0,0
68,76,77,77,48,32,57,57,0,1,0,1,0,0
70,68,60,77,47,48,59,57,0,1,0,0,1,0
67,70,58,60,40,47,64,59,0,1,0,0,1,0

