front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
135,135,116,116,40,40,39,39,0,1,0,0,1,0
135,135,116,116,43,40,200,39,0,1,0,0,1,0
132,135,115,116,50,43,200,200,0,1,0,0,1,0
128,132,200,115,39,50,41,200,0,1,0,0,1,0
124,128,111,200,42,39,43,41,0,1,0,0,1,0
121,124,120,111,47,42,39,43,0,1,0,0,1,0
117,121,110,120,175,47,39,39,0,1,0,0,1,0
114,117,109,110,173,175,39,39,0,0,1,0,1,0
110,114,107,109,172,173,41,39,0,0,1,0,0,1
57,110,200,107,170,172,53,41,0,1,0,0,0,1
103,57,200,200,38,170,200,53,0,1,0,0,1,0
68,103,200,200,38,38,200,200,0,1,0,0,1,0
66,68,98,200,39,38,59,200,0,1,0,0,1,0
92,66,95,98,158,39,61,59,0,1,0,0,1,0
89,92,91,95,122,158,64,61,0,1,0,0,1,0
85,89,87,91,121,122,66,64,0,1,0,0,1,0
82,85,83,87,121,121,67,66,0,1,0,0,1,0
70,82,80,83,120,121,70,67,0,1,0,0,1,0
64,70,76,80,119,120,72,70,0,1,0,0,1,0
61,64,73,76,118,119,75,72,0,0,1,0,1,0
59,61,69,73,116,118,77,75,0,0,1,0,0,1
67,59,66,69,113,116,80,77,0,0,1,0,0,1
65,67,63,66,110,113,81,80,0,0,1,0,0,1
64,65,61,63,108,110,84,81,0,0,1,0,0,1
127,64,60,61,104,108,51,84,0,1,0,0,0,1
124,127,59,60,102,104,51,51,0,1,0,0,1,0
104,124,58,59,100,102,200,51,0,1,0,0,1,0
100,104,57,58,97,100,200,200,0,1,0,0,1,0
96,100,55,57,94,97,58,200,0,1,0,0,1,0
92,96,54,55,91,94,58,58,0,1,0,0,1,0
89,92,52,54,88,91,200,58,0,0,1,0,1,0
86,89,51,52,85,88,200,200,0,0,1,0,0,1
82,86,52,51,91,85,200,200,0,1,0,0,0,1
79,82,52,52,82,91,200,200,0,1,0,0,1,0
75,79,52,52,86,82,200,200,0,1,0,0,1,0
71,75,53,52,82,86,200,200,0,1,0,0,1,0
68,71,53,53,80,82,200,200,0,1,0,0,1,0
