front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
68,63,106,106,51,51,61,61,0,1,0,0,1,0
68,68,106,106,51,51,60,61,0,1,0,0,1,0
65,68,105,106,47,51,63,60,0,1,0,0,1,0
62,65,103,105,43,47,66,63,0,1,0,0,1,0
59,62,101,103,40,43,16,66,0,1,0,0,1,0
56,59,99,101,39,40,17,16,1,0,0,0,1,0
52,56,96,99,38,39,17,17,1,0,0,1,0,0
51,52,94,96,39,38,20,17,0,1,0,1,0,0
51,51,92,94,40,39,22,20,0,1,0,0,1,0
48,51,89,92,42,40,24,22,1,0,0,0,1,0
55,48,86,89,41,42,27,24,1,0,0,1,0,0
81,55,84,86,42,41,30,27,0,1,0,1,0,0
82,81,82,84,40,42,34,30,0,1,0,0,1,0
77,82,79,82,36,40,41,34,0,1,0,0,1,0
74,77,76,79,34,36,39,41,0,1,0,0,1,0
72,74,73,76,33,34,41,39,0,1,0,0,1,0
67,72,71,73,31,33,42,41,1,0,0,0,1,0
65,67,68,71,31,31,44,42,0,1,0,1,0,0
63,65,72,68,32,31,46,44,0,1,0,0,1,0
60,63,72,72,34,32,43,46,0,1,0,0,1,0
