front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
61,61,94,94,69,92,77,77,0,1,0,0,1,0
61,61,94,94,91,69,77,77,0,1,0,0,1,0
58,61,93,94,68,91,80,77,0,1,0,0,1,0
55,58,93,93,67,68,87,80,0,1,0,0,1,0
51,55,92,93,66,67,85,87,0,1,0,0,1,0
47,51,92,92,67,66,89,85,0,1,0,0,1,0
44,47,91,92,67,67,89,89,0,1,0,0,1,0
40,44,91,91,66,67,80,89,1,0,0,0,1,0
37,40,90,91,68,66,102,80,1,0,0,1,0,0
35,37,87,90,37,68,64,102,1,0,0,1,0,0
36,35,84,87,35,37,63,64,1,0,0,1,0,0
109,36,80,84,32,35,64,63,1,0,0,1,0,0
103,109,77,80,30,32,66,64,1,0,0,1,0,0
81,103,78,77,30,30,67,66,1,0,0,1,0,0
74,81,58,78,31,30,71,67,0,1,0,1,0,0
70,74,54,58,32,31,75,71,0,1,0,0,1,0
66,70,52,54,33,32,86,75,0,1,0,0,1,0
63,66,51,52,90,33,89,86,0,1,0,0,1,0
60,63,48,51,88,90,37,89,0,1,0,0,1,0
57,60,51,48,37,88,38,37,0,1,0,0,1,0
55,57,44,51,38,37,34,38,0,1,0,0,1,0
52,55,44,44,38,38,34,34,0,1,0,0,1,0
51,52,44,44,38,38,33,34,0,1,0,0,1,0
50,51,76,44,64,38,33,33,0,1,0,0,1,0
