front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
75,75,38,38,35,35,52,51,0,1,0,0,1,0
76,75,37,38,33,35,52,52,0,1,0,0,1,0
73,76,39,37,32,33,54,52,0,1,0,0,1,0
72,73,52,39,30,32,52,54,0,1,0,0,1,0
200,72,51,52,30,30,58,52,0,1,0,0,1,0
200,200,59,51,29,30,58,58,0,1,0,0,1,0
200,200,59,59,27,29,63,58,1,0,0,0,1,0
200,200,58,59,27,27,66,63,1,0,0,1,0,0
80,200,58,58,29,27,84,66,0,1,0,1,0,0
74,80,44,58,200,29,85,84,0,1,0,0,1,0
58,74,50,44,200,200,119,85,0,1,0,0,1,0
66,58,39,50,200,200,30,119,0,1,0,0,1,0
63,66,52,39,200,200,31,30,0,1,0,0,1,0
58,63,45,52,200,200,30,31,0,1,0,0,1,0
57,58,39,45,199,200,30,30,0,1,0,0,1,0
53,57,42,39,195,199,38,30,0,1,0,0,1,0
51,53,31,42,192,195,31,38,0,1,0,0,1,0
48,51,38,31,189,192,32,31,0,0,1,0,1,0
44,48,39,38,187,189,42,32,0,0,1,0,0,1
75,44,23,39,200,187,200,42,0,0,1,0,0,1
123,75,23,23,200,200,149,200,0,0,1,0,0,1
167,123,37,23,71,200,104,149,0,0,1,0,0,1
166,167,44,37,200,71,107,104,0,0,1,0,0,1
171,166,111,44,200,200,109,107,0,0,1,0,0,1
170,171,160,111,200,200,99,109,0,0,1,0,0,1
200,170,160,160,44,200,99,99,0,1,0,0,0,1
200,200,159,160,43,44,76,99,0,1,0,0,1,0
200,200,157,159,42,43,80,76,0,1,0,0,1,0
200,200,155,157,200,42,84,80,0,0,1,0,1,0
200,200,152,155,41,200,89,84,0,1,0,0,0,1
200,200,152,152,38,41,91,89,0,1,0,0,1,0
200,200,149,152,36,38,94,91,0,1,0,0,1,0
72,200,160,149,33,36,63,94,0,1,0,0,1,0
68,72,161,160,34,33,66,63,0,1,0,0,1,0
64,68,147,161,37,34,47,66,0,1,0,0,1,0
61,64,199,147,58,37,46,47,0,1,0,0,1,0
58,61,196,199,52,58,89,46,0,1,0,0,1,0
58,58,194,196,51,52,94,89,0,1,0,0,1,0
200,58,191,194,48,51,96,94,0,1,0,0,1,0
200,200,162,191,44,48,38,96,0,1,0,0,1,0
197,200,161,162,43,44,37,38,0,1,0,0,1,0
200,197,163,161,40,43,33,37,0,1,0,0,1,0
200,200,158,163,39,40,31,33,0,1,0,0,1,0
200,200,161,158,41,39,33,31,0,1,0,0,1,0
