front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
68,68,67,67,51,50,49,48,0,1,0,0,1,0
67,68,66,67,50,51,48,49,0,1,0,0,1,0
65,67,64,66,47,50,51,48,0,1,0,0,1,0
62,65,61,64,44,47,54,51,0,1,0,0,1,0
59,62,58,61,44,44,56,54,0,1,0,0,1,0
57,59,56,58,39,44,58,56,0,1,0,0,1,0
54,57,53,56,37,39,58,58,0,1,0,0,1,0
52,54,50,53,35,37,63,58,1,0,0,0,1,0
49,52,49,50,32,35,67,63,1,0,0,1,0,0
46,49,47,49,34,32,70,67,1,0,0,1,0,0
43,46,46,47,39,34,71,70,1,0,0,1,0,0
40,43,133,46,55,39,73,71,1,0,0,1,0,0
38,40,120,133,53,55,43,73,1,0,0,1,0,0
36,38,116,120,53,53,38,43,1,0,0,1,0,0
35,36,114,116,53,53,34,38,1,0,0,1,0,0
38,35,111,114,33,53,34,34,1,0,0,1,0,0
131,38,82,111,31,33,35,34,1,0,0,1,0,0
126,131,108,82,30,31,36,35,1,0,0,1,0,0
124,126,83,108,29,30,39,36,1,0,0,1,0,0
105,124,80,83,30,29,42,39,1,0,0,1,0,0
100,105,78,80,30,30,44,42,0,1,0,1,0,0
96,100,74,78,31,30,48,44,0,1,0,0,1,0
93,96,72,74,31,31,51,48,0,1,0,0,1,0
90,93,70,72,158,31,54,51,0,1,0,0,1,0
87,90,72,70,174,158,59,54,0,1,0,0,1,0
84,87,63,72,109,174,63,59,0,1,0,0,1,0
81,84,61,63,104,109,71,63,0,1,0,0,1,0

