front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
200,200,200,200,17,17,200,200,0,1,0,0,1,0
200,200,200,200,16,17,200,200,0,1,0,0,1,0
200,200,200,200,15,16,200,200,1,0,0,0,1,0
200,200,200,200,14,15,200,200,1,0,0,1,0,0
200,200,200,200,13,14,200,200,1,0,0,1,0,0
200,200,200,200,15,13,200,200,1,0,0,1,0,0
200,200,200,200,15,15,200,200,1,0,0,1,0,0
200,200,200,200,19,15,16,200,1,0,0,1,0,0
200,200,200,200,200,19,16,16,1,0,0,1,0,0
200,200,200,200,65,200,15,16,1,0,0,1,0,0
200,200,200,200,200,65,14,15,0,1,0,1,0,0
200,200,200,200,61,200,16,14,0,1,0,0,1,0
200,200,200,200,62,61,18,16,0,1,0,0,1,0
200,200,200,200,60,62,19,18,0,1,0,0,1,0
200,200,200,200,200,60,22,19,0,1,0,0,1,0
200,200,200,200,200,200,24,22,0,1,0,0,1,0
200,200,200,200,200,200,27,24,0,0,1,0,1,0
200,200,200,200,200,200,30,27,0,0,1,0,0,1
200,200,200,200,200,200,32,30,0,0,1,0,0,1
200,200,200,200,41,200,35,32,0,1,0,0,0,1
200,200,200,200,38,41,36,35,0,1,0,0,1,0
200,200,200,200,38,38,37,36,0,1,0,0,1,0
200,200,200,200,37,38,37,37,0,1,0,0,1,0
200,200,200,200,37,37,37,37,0,1,0,0,1,0
200,200,200,200,36,37,38,37,0,1,0,0,1,0
200,200,200,200,36,36,37,38,0,1,0,0,1,0
200,200,200,200,35,36,38,37,0,1,0,0,1,0
200,200,200,200,34,35,117,38,0,1,0,0,1,0
200,200,200,200,33,34,124,117,0,1,0,0,1,0
200,200,200,200,32,33,112,124,0,1,0,0,1,0
200,200,200,200,32,32,123,112,0,1,0,0,1,0
200,200,200,200,31,32,115,123,0,1,0,0,1,0
200,200,200,200,30,31,113,115,0,1,0,0,1,0
