front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
57,57,200,200,33,33,43,43,0,1,0,0,1,0
57,57,200,200,56,33,44,43,0,1,0,0,1,0
57,57,114,200,56,56,44,44,0,1,0,0,1,0
75,57,200,114,54,56,30,44,0,1,0,0,1,0
71,75,200,200,50,54,31,30,0,1,0,0,1,0
69,71,153,200,50,50,51,31,0,1,0,0,1,0
66,69,200,153,48,50,31,51,0,1,0,0,1,0
62,66,200,200,47,48,33,31,0,1,0,0,1,0
59,62,200,200,45,47,33,33,0,1,0,0,1,0
57,59,200,200,44,45,33,33,0,1,0,0,1,0
54,57,87,200,44,44,33,33,0,1,0,0,1,0
52,54,85,87,44,44,34,33,1,0,0,0,1,0
50,52,79,85,45,44,34,34,1,0,0,1,0,0
49,50,81,79,60,45,34,34,1,0,0,1,0,0
44,49,200,81,58,60,34,34,1,0,0,1,0,0
43,44,200,200,56,58,34,34,1,0,0,1,0,0
74,43,200,200,40,56,36,34,1,0,0,1,0,0
74,74,51,200,38,40,37,36,1,0,0,1,0,0
76,74,47,51,30,38,39,37,0,1,0,1,0,0
200,76,45,47,30,30,43,39,0,1,0,0,1,0
200,200,200,45,30,30,45,43,0,1,0,0,1,0
200,200,200,200,35,30,48,45,0,1,0,0,1,0
200,200,186,200,35,35,52,48,0,1,0,0,1,0
200,200,180,186,34,35,56,52,1,0,0,0,1,0
200,200,178,180,34,34,58,56,0,1,0,1,0,0
200,200,72,178,34,34,38,58,1,0,0,0,1,0
200,200,70,72,36,34,36,38,0,1,0,1,0,0
200,200,70,70,36,36,35,36,0,1,0,0,1,0
200,200,70,70,37,36,34,35,0,1,0,0,1,0

