front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
54,54,58,61,38,38,40,41,0,1,0,0,1,0
53,54,58,58,37,38,42,40,0,1,0,0,1,0
51,53,72,58,37,37,43,42,0,1,0,0,1,0
48,51,72,72,35,37,45,43,1,0,0,0,1,0
45,48,66,72,37,35,45,45,1,0,0,1,0,0
43,45,200,66,56,37,38,45,1,0,0,1,0,0
42,43,200,200,44,56,32,38,1,0,0,1,0,0
41,42,200,200,41,44,32,32,1,0,0,1,0,0
40,41,200,200,37,41,32,32,1,0,0,1,0,0
59,40,200,200,35,37,34,32,1,0,0,1,0,0
57,59,200,200,34,35,36,34,1,0,0,1,0,0
200,57,200,200,33,34,38,36,1,0,0,1,0,0
200,200,200,200,34,33,41,38,0,1,0,1,0,0
200,200,200,200,34,34,45,41,0,1,0,0,1,0
200,200,200,200,33,34,48,45,1,0,0,0,1,0
200,200,127,200,34,33,51,48,1,0,0,1,0,0
200,200,124,127,37,34,58,51,0,1,0,1,0,0
200,200,122,124,37,37,38,58,0,1,0,0,1,0
200,200,120,122,200,37,38,38,0,1,0,0,1,0
200,200,117,120,37,200,37,38,0,1,0,0,1,0
200,200,114,117,200,37,37,37,0,1,0,0,1,0

