front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
66,66,63,63,49,49,56,56,0,1,0,0,1,0
66,66,63,63,50,49,56,56,0,1,0,0,1,0
65,66,61,63,46,50,58,56,0,1,0,0,1,0
62,65,58,61,44,46,60,58,0,1,0,0,1,0
59,62,56,58,43,44,65,60,0,1,0,0,1,0
57,59,54,56,41,43,67,65,0,1,0,0,1,0
53,57,51,54,40,41,71,67,0,1,0,0,1,0
50,53,50,51,41,40,74,71,1,0,0,0,1,0
48,50,48,50,39,41,76,74,1,0,0,1,0,0
46,48,46,48,40,39,80,76,1,0,0,1,0,0
44,46,44,46,43,40,89,80,1,0,0,1,0,0
42,44,65,44,40,43,39,89,1,0,0,1,0,0
40,42,66,65,41,40,38,39,1,0,0,1,0,0
36,40,78,66,39,41,38,38,1,0,0,1,0,0
33,36,76,78,36,39,39,38,1,0,0,1,0,0
31,33,75,76,36,36,40,39,1,0,0,1,0,0
57,31,74,75,30,36,43,40,1,0,0,1,0,0
64,57,85,74,26,30,42,43,1,0,0,1,0,0
61,64,81,85,26,26,44,42,0,1,0,1,0,0
60,61,77,81,28,26,46,44,0,1,0,0,1,0
58,60,75,77,28,28,46,46,0,1,0,0,1,0
57,58,72,75,30,28,40,46,0,1,0,0,1,0

