front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
61,61,66,66,53,53,42,42,0,1,0,0,1,0
60,61,67,66,53,53,42,42,0,1,0,0,1,0
58,60,67,67,54,53,44,42,0,1,0,0,1,0
56,58,58,67,54,54,44,44,0,1,0,0,1,0
53,56,66,58,54,54,46,44,0,1,0,0,1,0
49,53,63,66,55,54,50,46,0,1,0,0,1,0
46,49,61,63,55,55,51,50,0,1,0,0,1,0
43,46,58,61,55,55,52,51,1,0,0,0,1,0
41,43,55,58,58,55,51,52,1,0,0,1,0,0
39,41,55,55,42,58,51,51,1,0,0,1,0,0
38,39,45,55,38,42,51,51,1,0,0,1,0,0
38,38,60,45,37,38,51,51,1,0,0,1,0,0
47,38,58,60,34,37,52,51,1,0,0,1,0,0
45,47,57,58,33,34,54,52,1,0,0,1,0,0
43,45,56,57,33,33,56,54,1,0,0,1,0,0
66,43,53,56,32,33,58,56,1,0,0,1,0,0
62,66,51,53,34,32,61,58,1,0,0,1,0,0
58,62,51,51,35,34,64,61,1,0,0,1,0,0
57,58,61,51,37,35,39,64,1,0,0,1,0,0
45,57,76,61,38,37,37,39,1,0,0,1,0,0
42,45,76,76,41,38,35,37,1,0,0,1,0,0
38,42,75,76,55,41,34,35,1,0,0,1,0,0
38,38,72,75,52,55,33,34,1,0,0,1,0,0
51,38,72,72,51,52,33,33,1,0,0,1,0,0
83,51,200,72,48,51,35,33,1,0,0,1,0,0
84,83,200,200,46,48,36,35,1,0,0,1,0,0
79,84,200,200,31,46,37,36,1,0,0,1,0,0
62,79,200,200,29,31,39,37,1,0,0,1,0,0
59,62,200,200,30,29,43,39,1,0,0,1,0,0
200,59,200,200,31,30,48,43,1,0,0,1,0,0
200,200,81,200,34,31,55,48,0,1,0,1,0,0
200,200,77,81,36,34,33,55,0,1,0,0,1,0
200,200,73,77,37,36,31,33,0,0,1,0,1,0
200,200,72,73,37,37,31,31,0,1,0,0,0,1
200,200,72,72,35,37,31,31,0,1,0,0,1,0
200,200,71,72,35,35,33,31,0,1,0,0,1,0

