front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
200,200,52,200,42,42,18,18,0,1,0,0,1,0
200,200,200,52,41,42,19,18,0,1,0,0,1,0
200,200,79,200,39,41,20,19,0,1,0,0,1,0
200,200,75,79,200,39,19,20,0,1,0,0,1,0
200,200,66,75,200,200,20,19,1,0,0,0,1,0
200,200,62,66,200,200,20,20,0,1,0,1,0,0
200,200,58,62,200,200,20,20,1,0,0,0,1,0
200,200,53,58,200,200,21,20,0,1,0,1,0,0
200,200,54,53,200,200,22,21,0,0,1,0,1,0
200,200,51,54,200,200,24,22,0,0,1,0,0,1
200,200,51,51,200,200,27,24,0,1,0,0,0,1
200,200,53,51,200,200,31,27,0,0,1,0,1,0
200,200,200,53,200,200,65,31,0,1,0,0,0,1
197,200,200,200,37,200,71,65,0,1,0,0,1,0
194,197,200,200,33,37,73,71,0,1,0,0,1,0
190,194,200,200,33,33,79,73,0,1,0,0,1,0
186,190,200,200,31,33,79,79,1,0,0,0,1,0
182,186,197,200,32,31,81,79,0,1,0,1,0,0
180,182,195,197,70,32,86,81,0,1,0,0,1,0

