front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
184,184,200,200,200,200,21,73,0,1,0,0,1,0
183,184,200,200,200,200,17,21,0,1,0,0,1,0
180,183,200,200,16,200,17,17,0,1,0,0,1,0
176,180,200,200,11,16,89,17,1,0,0,0,1,0
173,176,199,200,200,11,58,89,1,0,0,1,0,0
169,173,198,199,200,200,10,58,1,0,0,1,0,0
140,169,200,198,85,200,9,10,1,0,0,1,0,0
167,140,200,200,85,85,9,9,0,1,0,1,0,0
186,167,63,200,81,85,10,9,0,1,0,0,1,0
132,186,61,63,79,81,13,10,0,1,0,0,1,0
127,132,58,61,79,79,15,13,0,1,0,0,1,0
124,127,73,58,154,79,17,15,0,1,0,0,1,0
120,124,52,73,79,154,20,17,0,0,1,0,1,0
116,120,71,52,78,79,22,20,0,0,1,0,0,1
112,116,67,71,75,78,24,22,0,1,0,0,0,1
110,112,67,67,70,75,27,24,0,1,0,0,1,0
107,110,200,67,68,70,28,27,0,1,0,0,1,0
103,107,181,200,66,68,29,28,0,0,1,0,1,0
99,103,200,181,63,66,31,29,0,0,1,0,0,1
96,99,150,200,63,63,33,31,0,1,0,0,0,1
58,96,147,150,41,63,37,33,0,1,0,0,1,0
92,58,92,147,38,41,37,37,0,1,0,0,1,0
89,92,87,92,39,38,37,37,0,1,0,0,1,0

