front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
200,200,200,200,200,200,7,7,0,1,0,0,1,0
200,200,200,200,200,200,7,7,0,1,0,0,1,0
200,200,200,200,200,200,9,7,0,1,0,0,1,0
200,200,200,200,200,200,9,9,0,1,0,0,1,0
200,200,200,200,200,200,10,9,1,0,0,0,1,0
200,200,200,200,200,200,12,10,1,0,0,1,0,0
200,200,200,200,200,200,11,12,1,0,0,1,0,0
200,200,200,200,200,200,11,11,0,1,0,1,0,0
200,200,200,200,200,200,14,11,0,1,0,0,1,0
200,200,200,200,200,200,16,14,0,1,0,0,1,0
200,200,200,200,200,200,17,16,0,0,1,0,1,0
200,200,200,200,200,200,20,17,0,0,1,0,0,1
200,200,200,200,200,200,22,20,0,0,1,0,0,1
200,200,200,200,200,200,26,22,0,0,1,0,0,1
200,200,200,200,200,200,80,26,0,0,1,0,0,1
200,200,200,200,200,200,54,80,0,1,0,0,0,1
200,200,200,200,200,200,57,54,0,1,0,0,1,0
200,200,200,200,200,200,58,57,0,1,0,0,1,0
200,200,200,200,200,200,62,58,0,0,1,0,1,0
200,200,200,200,200,200,64,62,0,0,1,0,0,1
200,200,200,200,200,200,67,64,0,0,1,0,0,1
200,200,200,200,200,200,162,67,0,0,1,0,0,1
200,200,200,200,200,200,164,162,0,0,1,0,0,1
200,200,132,200,200,200,167,164,0,1,0,0,0,1
200,200,132,132,200,200,169,167,0,1,0,0,1,0
200,200,130,132,200,200,72,169,0,1,0,0,1,0
200,200,128,130,200,200,172,72,0,0,1,0,1,0
200,200,128,128,37,200,77,172,0,1,0,0,0,1
200,200,128,128,37,37,72,77,0,1,0,0,1,0
200,200,129,128,38,37,175,72,0,1,0,0,1,0
200,200,128,129,37,38,176,175,0,1,0,0,1,0
200,200,127,128,37,37,37,176,0,1,0,0,1,0
200,200,128,127,37,37,34,37,0,1,0,0,1,0
200,200,128,128,38,37,35,34,0,1,0,0,1,0
200,200,128,128,111,38,35,35,0,0,1,0,1,0
