front,prev_front,front_left,prev_front_left,front_right,prev_front_right,rear_right,prev_rear_right,mode1,mode2,mode3,prev_mode1,prev_mode2,prev_mode3
126,95,65,66,53,54,70,69,0,1,0,0,1,0
123,126,63,65,44,53,73,70,0,1,0,0,1,0
119,123,61,63,50,44,75,73,0,1,0,0,1,0
116,119,60,61,47,50,79,75,0,1,0,0,1,0
112,116,58,60,51,47,82,79,0,1,0,0,1,0
108,112,57,58,44,51,86,82,0,1,0,0,1,0
104,108,55,57,47,44,89,86,0,1,0,0,1,0
101,104,53,55,40,47,101,89,0,1,0,0,1,0
97,101,52,53,42,40,95,101,1,0,0,0,1,0
94,97,50,52,40,42,50,95,1,0,0,1,0,0
64,94,47,50,52,40,49,50,1,0,0,1,0,0
51,64,45,47,70,52,61,49,1,0,0,1,0,0
44,51,43,45,51,70,39,61,1,0,0,1,0,0
41,44,41,43,86,51,44,39,1,0,0,1,0,0
39,41,51,41,84,86,45,44,1,0,0,1,0,0
35,39,50,51,52,84,39,45,1,0,0,1,0,0
32,35,75,50,51,52,51,39,1,0,0,1,0,0
31,32,72,75,50,51,56,51,1,0,0,1,0,0
30,31,70,72,30,50,51,56,1,0,0,1,0,0
37,30,68,70,27,30,70,51,1,0,0,1,0,0
36,37,173,68,25,27,58,70,1,0,0,1,0,0
77,36,170,173,27,25,58,58,1,0,0,1,0,0
59,77,168,170,25,27,88,58,1,0,0,1,0,0
57,59,200,168,27,25,51,88,1,0,0,1,0,0
162,57,136,200,30,27,54,51,0,1,0,1,0,0
159,162,133,136,51,30,200,54,0,1,0,0,1,0
155,159,134,133,48,51,30,200,0,1,0,0,1,0
152,155,129,134,46,48,30,30,0,1,0,0,1,0
149,152,127,129,44,46,31,30,0,1,0,0,1,0
145,149,126,127,42,44,29,31,0,1,0,0,1,0
142,145,124,126,39,42,31,29,0,1,0,0,1,0
138,142,121,124,38,39,30,31,0,1,0,0,1,0
134,138,122,121,38,38,30,30,0,1,0,0,1,0

